,filename,target,content
10,기타지원_11.html,"소득인정액이 기준 중위소득 65% (2인 기준 224만 6,051원) 이하인 아동을 양육하는 만 24세 이하 청소년 한부모 ※ 한부모가족증명서 발급 대상 : 기준 중위소득 72%(2인 기준 248만 8,432원) 이하","아동의 양육비와 청소년한부모의 교육비 지급 구분 지원내용 아동양육비 · 아동 1인당 월 35만 원 지급 ※ 생계급여를 지원받는 청소년한부모의 자녀에게도 동일하게 지원 검정고시 등 학습지원 · 검정고시학원, 대안학교, 온라인 학원(원격평생교육시설) 수강 시 가구별 연 154만 원 한도 내에서 최대 2년간 검정고시 학습비 지원 ※ 학원등록비, 교재구입비, 학용품비(9만 3,000원) 지원 자립지원 촉진수당 · 학업·직업훈련, 직업활동 등 자립활동에 참여 시 월 10만 원 지급"
11,기타지원_12.html,보육시설을 이용하는 만 0~5세 다문화가족 아동,"나이에 따라 월 28만~51만 4,000원의 보육료 지원 · 만 0~2세 보육료 지원 참조(본 책자 95p)"
12,기타지원_13.html,3년 이상 같은 주소지에 거주한 무주택 다문화가족,국민주택 등을 특별공급
13,기타지원_14.html,"소득인정액이 급여별 선정기준 이하 저소득층 외국인 · 한국인과 혼인 중이거나 이혼 또는 배우자 사망으로 한국인 배우자의 부모·조부모, 한국인 자녀·손자녀를 돌보고 있는 사람","생계급여·주거급여·교육급여, 해산급여·장제급여, 의료급여·자활급여 등 지급 · 맞춤형 기초생활보장제도 참조(본 책자 16p)"
14,기타지원_15.html,"· 대한민국 국민과 혼인 중인 사람 · 대한민국 국민인 배우자와 이혼 또는 사망으로 대한민국 국적을 가진 부모·조부모, 자녀·손자녀를 돌보고 있는 사람 · 난민으로 인정된 사람 · 본인의 귀책사유 없이 화재, 범죄, 천재지변으로 피해를 입은 사람","생계지원, 의료지원, 주거지원, 사회복지시설 이용지원, 교육지원, 그 밖의 지원(동절기 연료비, 해산비, 장제비, 전기요금) · 긴급복지 지원제도 참조(본 책자 20p)"
15,기타지원_16.html,국내에 체류하는 등록외국인(3년 이내 한국 국적 취득자 포함),"우리말과 문화를 쉽게 익힐 수 있도록 한국어와 한국문화(최대 415시간), 한국사회의 이해(최대 100시간) 과정 제공 ※ 과정 이수자에게 귀화·영주·체류자격 변경 시 혜택 부여 ※ 전국 법무부 지정 사회통합프로그램 운영 기관에서 운영"
16,기타지원_17.html,"국공립 유치원, 초·중·고등학교 재학 수준의 다문화·탈북 학생","한국어·기초학습 지도, 학교생활 및 진로 관련 상담·놀이 학습, 한국문화 체험 등의 멘토링 지원 ※ 활동시간: 학기당 520시간 이내, 1일 8시간, 주당 20시간 이내(방학중 주당 40시간 이내)"
17,기타지원_18.html,만 12세 이하 다문화가족 자녀,"언어발달 정도 평가 후 어휘, 대화, 읽기 등 언어발달 촉진교육 제공"
18,기타지원_19.html,다문화가족 등,"가족상담, 취업교육 및 연계 지원, 이중언어 가족환경조성 프로그램, 자조모임 등 지원"
19,기타지원_20.html,"구분 지원대상 한국어교육 입국 5년 이하 결혼이민자, 중도입국자녀 ※ 단, 입국 5년 이상이 경과했더라도 임신·출산·취업 등 타당한 사유가 있는 경우 지자체장과 협의하에 서비스 지원 가능 ※ 중도입국 자녀는 외국에서 성장 후 국내로 입국한 다문화가족 자녀로 한정 부모교육 자녀를 양육하고 있는 다문화가족 자녀생활서비스 만 3~12세 이하 다문화가족 자녀, 중도입국자녀","구분 지원내용 한국어교육 생활언어를 익히고 문화를 이해할 수 있도록 한국어교육서비스 제공 부모교육 * 자녀양육 관련 교육·정보서비스 제공 * 생애주기별 각 1회 지원(임신·신생아기, 유아기, 아동기) 자녀생활서비스 학교생활 및 사회성 발달 지도 지원 ※ 한국어교육서비스, 부모교육서비스, 자녀생활서비스 동시 제공 불가"
20,기타지원_21.html,"다문화가족, 관련기관","· 한국말이 서툰 결혼이민자의 가족·사회생활에 필요한 의사소통을 지원하기 위한 통·번역 서비스 제공 - 제공언어 : 결혼이민자 주요 출신국 언어 * * 베트남어, 중국어, 필리핀어(영어, 타갈로그어), 몽골어, 태국어, 러시아어, 캄보디아어, 일본어, 네팔어 등 · 체류 관련 정보 제공, 임신 및 출산과 양육 등 생활정보 안내 및 상담 지원"
21,기타지원_22.html,여성새로일하기센터에 구직 등록한 결혼이민여성,결혼이민여성의 직무역량 향상을 위한 직업교육 제공
22,기타지원_23.html,결혼이민자 등 다문화가족,"· 13개 언어 * 365일 24시간 다문화가족정책서비스 안내 및 종합생활정보상담 제공 * 한국어, 영어, 중국어, 베트남어, 타갈로그(필리핀)어, 크메르(캄보디아)어, 태국어, 러시아어, 몽골어, 일본어, 라오스어, 우즈벡어, 네팔어 · 폭력 등 긴급 및 위기상담, 개인·부부·가족 갈등해결 상담, 긴급 피난처 제공, 3자 통화 통역 상담 등"
23,기타지원_24.html,"가정폭력, 성폭력, 성매매, 스토킹, 교제폭력, 디지털 성범죄 등 여성폭력으로 긴급한 구조·보호 또는 상담이 필요한 여성","· 폭력피해 여성에 대한 상담, 동행지원 등 현장상담 서비스 지원 · 상담소, 보호시설, 경찰, 병원, 법률기관 등 관련기관과 연계 지원 · 피해자 및 동반자녀에게 임시보호를 위한 긴급피난처 제공"
24,기타지원_25.html,성폭력 피해자(스토킹 피해자 이용 가능),"구분 지원내용 성폭력 피해 상담소 피해자 상담, 보호시설·의료기관·법률구조기관 연계 등 지원 성폭력 피해자 보호시설 성폭력피해자 대상 상담, 보호 및 숙식, 의료·법률 지원 연계, 학업·자립 등 지원 의료비 등 지원 성폭력 피해로 인한 신체·정신적 치료 등 지원 치료회복 프로그램 집단상담, 미술심리치료, 인지행동치료, 심신회복캠프 등 다양한 치유 프로그램 지원"
25,기타지원_26.html,"성폭력, 가정폭력, 성매매 피해자","상담, 의료, 법률, 수사 지원 등 원스톱 지원(365일 24시간 운영) ※ 폭력이 초래한 위기상황 대처 및 2차 피해 방지 목적 유형 대상 이용시간 지원내용 위기지원형 성폭력, 가정폭력, 성매매 피해자와 가족(모든 연령 및 성별 포함) 365일 24시간 위기상황 대응 상담, 의료, 법률, 수사 지원 아동형 성폭력 피해자와 가족(19세 미만 아동·청소년 및 모든 연령·성별 지적장애인) 월~금 9시~18시 상담과 치료, 의료, 법률, 수사 지원, 외상에 대한 의학적 진단 및 치료 통합형 성폭력, 가정폭력, 성매매 피해자와 가족(모든 연령 및 성별 포함) 365일 24시간 위기상황 대응 후 상담과 치료, 의료, 법률, 수사 지원, 장기 상담과 치료 지원"
26,기타지원_27.html,친족에 의한 성폭력 피해를 입은 19세 미만의 아동·청소년,"구분 지원내용 심리·정서적 지원 개인상담, 심신단련프로그램, 권리찾기교육, 전문심리치료기관 연계 등 수사·법적 지원 수사의뢰, 수사동행, 법률상담, 소송 지원 등 의료적 지원 치료동행, 치료비 지원, 의료기관 연계 등 학교문제 지원 전학문제, 지도교사면담 등 자립 지원 취업 알선, 직업훈련 연계, 퇴소 후 거주지 알선 등 기타 장애인 등록, 국가기초생활보장법 수급자 신청 등"
27,기타지원_28.html,가정폭력 피해자 및 동반가족(스토킹 피해자 이용 가능),"구분 지원내용 가정폭력 상담소 피해신고·상담, 임시보호, 의료기관 연계서비스 등 지원 가정폭력 피해자 보호시설 피해자와 동반자녀 보호 및 숙식제공, 상담, 직업훈련, 피해 회복프로그램 등 지원 주거 지원 임대주택 공급으로 피해여성과 동반가족에게 주거공간 제공"
28,기타지원_29.html,가정폭력 피해자 및 동반자녀,· 피해자의 의료비 지원 ※ 의료비 지원은 치료비용 본인부담액과 건강보험 또는 의료급여 비적용 진료비용을 지원 · 피해자 및 동반자녀의 심리안정과 사회적응을 위한 상담 및 치료회복 프로그램 제공
29,기타지원_30.html,"· 가정폭력·성폭력, 스토킹 등의 피해자(국내거주 외국여성 포함) · 가정폭력·성폭력과 관련 법률적 도움이 필요한 사람","가정폭력, 성폭력, 스토킹 등 폭력피해 관련 상담, 민사, 가사 소송대리 및 형사 소송 등 무료 지원"
30,기타지원_31.html,"가정폭력, 성폭력 피해 여성(이주여성 포함) 및 동반 가족",폭력 피해여성과 그 가족들이 공동으로 생활할 수 있는 주거공간 제공 ※ 공동생활가정형(매입임대) : 2년에서 연장 시 최대 4년까지 지원
31,기타지원_32.html,성매매 피해를 입은 일반성인·청소년·외국인 등,"구분 지원내용 성매매피해상담소 긴급구조, 현장방문상담, 의료·법률문제 지원, 쉼터 연계 등 성매매피해자 쉼터 (성인, 청소년, 외국인 지원시설) 숙식제공, 전문상담, 의료·법률문제 지원, 직업훈련·취업 연계, 진학교육 ※ 외국인여성 지원시설의 경우 통역서비스·전문상담·자국 대사관 등 연계·귀국지원 등 추가 제공 자립지원공동생활시설 일정기간 주거지원 등 자활지원센터 인턴십프로그램 연계 등 일자리제공, 직업훈련·진학교육, 취업지원 등 대안교육위탁기관 청소년 성매매 피해자 대상 의무교육 및 자활교육, 사회적응훈련 등"
32,기타지원_33.html,업무상 사고를 당하거나 사망한 근로자와 그 가족,"구분 지원내용 요양급여 · 4일 이상 요양 중인 산재환자에게 진찰, 약제 또는 진료재료와 의지(義脂), 보조기 지급, 처리, 수술 및 치료비 등을 지원 휴업급여 · 요양으로 취업하지 못한 기간에 1일당 평균임금의 70%를 산재근로자에게 지급 장해급여 · 장해급여 : 치료를 마친 후 몸에 남아 있는 장해상태에 따라 연금 또는 일시금 지급 · 장해보상연금 : 1급(평균임금 329일분)~7급(138일분) · 장해보상일시금 : 4급(평균임금 1,012일분)~14급(55일분) ※ 4~7급은 연금과 일시금 중 선택 가능 유족급여 · 근로자가 산업재해로 사망 또는 사망 추정 시 유족에게 지급(유족연금 지급이 원칙이나 연금 수급권자가 없을 경우 일시금 지급) · 연금 : (평균임금x365)의 52~67% · 일시금 : 평균임금의 1,300일분 간병급여 산재로 인한 상병 치료 후 간병을 받는 사람에게 지급 기타 중증 상병으로 장기간 치료하는 경우 상병보상연금 , 장례비 (평 균임금 120일분), 직업훈련지원비 등 지급"
33,기타지원_34.html,"월평균소득이 3인가구 중위소득('23년 443만 4,816원) 이하인 자 중 · 유족급여 수급권자, 상병보상연금 수급자 · 장해등급(제1급~제9급) 판정자 · 5년 이상 요양중인 이황화탄소(CS 2 ) 질병판정자 · 3개월 이상 요양중인 산재근로자로서 평균임금이 최저임금 이하에 해당하는 자(의료비, 혼례비, 장례비에 한정)","1세대당 2,000만 원까지 각 융자종류별 한도 내에서 대출 구분 의료비 혼례비 장례비 취업안정자금 주택이전 차량구입 사업자금 융자액 1,000만 원 이내 1,500만 원 이내 ※ 상환방법 : 1년거치 4년, 2년거치 3년, 3년거치 2년 원금균등분할상환으로 상환 방법 선택가능"
34,기타지원_35.html,"· 경기케어센터 : 1~3급 산재장해인 · 태백케어센터 : 진폐장해인, 진폐의증자, 만성폐쇄성폐질환자 중 일상생활이 가능한 자 ※ 만 60세 미만은 케어센터 운영위원회에서 입소여부 결정",가정간병이 곤란한 중증의 산재 또는 진폐 장해인에게 전문적 간병서비스 및 복지시설 제공
35,기타지원_36.html,산재요양이 끝났으나 합병증 예방을 위해 진료가 필요하다고 인정되는 산재장해인 등,"진찰, 약제, 처치, 검사, 물리치료, 한방진료 등 의학적 조치 제공"
36,기타지원_37.html,"직업훈련 신청일 현재 미취업(자영업 포함) 상태로, 다른 직업 훈련을 받고 있지 않은 산재장해인(제1급~제12급)","재취업을 위한 직업훈련 신청 시 훈련비용과 훈련수당 지원 · 직업훈련비용 : 「근로자직업능력개발법」에 따른 직업능력개발훈련 및 한국장애인고용공단의 위탁훈련은 정부지원승인 훈련비, 그 이외 훈련은 1인당 600만 원 한도 내 지급 · 직업훈련수당 : 1일당 최저임금액을 기준으로 훈련시간, 훈련기간에 따라 차등 지급"
37,기타지원_38.html,산재장해인(제1~12급)을 원 직장에 복귀시켜 계속 고용하고 있는 사업주,"구분 지원내용 직장복귀지원금 월 45만~80만 원, 최대 12개월 지급 직장적응훈련비 월 45만 원, 최대 3개월 지급 재활운동비 월 15만 원, 최대 3개월 지급"
38,기타지원_39.html,산업재해로 심리적 어려움을 겪고 있는 산재근로자,"산업재해로 인한 심리적 불안 및 스트레스를 극복하기 위한 심리상담, 희망찾기·사회적응프로그램, 재활스포츠, 멘토링 프로그램 등"
39,기타지원_40.html,재활보조기구 지급대상에 해당하는 산재근로자,"재활보조기 219개 품목의 구입비용과 수리비용 지급 · 재활보조기 101개 품목(국민건강보험공단 품목 78개, 산재보험 별도인정 품목 23개) · 수리료 118개 품목 알려드립니다 재활보조기구는 요양 종결 시 필요한 경우에 지급하나 아래의 경우 치료 중에도 지급 가능합니다. · 사지절단환자 또는 신경마비 등으로 치료 종결 후에도 계속적으로 재활보조기구의 장착이 의학적으로 필요한 경우 · 경추, 흉추, 요추 등 척추손상 또는 척추질환의 치료를 위해 보조기 착용이 의학적으로 필요한 경우 · 관절 손상 등으로 관절 운동의 제한 또는 관절의 고정을 위하여 보조기기 착용이 의학적으로 필요한 경우 · 하지골절 등으로 요양하는 동안 목발 또는 지팡이가 필요하다는 의학적 소견이 있는 경우"
40,기타지원_41.html,"산재근로자의 치료기간 중 신규로 대체인력을 30일 이상 고용하고, 해당 산재근로자를 원직장에 복귀시켜 30일 이상 고용을 유지시킨 사업주(상시근로자 50인 미만 사업장)",대체인력 고용일부터 산재근로자의 원직복귀 전날까지 최소 30일에서 최대 6개월까지 대체인력 임금의 50% 지원(월 최대 60만 원)
41,기타지원_42.html,요양 종결 후 장해 또는 6개월 이상 장기요양이 예상되고 원직장 복귀를 희망하는 요양중인 산재근로자,"직장 복귀에 필요한 재활서비스 지원 - 산재근로자 재활상담, 집중재활치료, 직업능력평가, 작업능력강화훈련, 직장동료 화합프로그램, 사업주 상담 등"
42,기타지원_43.html,· 근로자 10인 미만 사업에서 근로(종사)하는 월평균보수(월보수) 260만 원 미만인 신규가입 근로자 * ·예술인·노무제공자와 사업주 * 근로자에 한해 신규가입자만 지원 : 6개월 이내 보험가입 이력이 없는 근로자(상용은 일용이력 제외) · 근로자 10인 이상 사업에서 근로(종사)하는 월평균보수(월보수) 260만 원 미만인 예술인·노무제공자,"사업주 및 신규가입 근로자∙예술인∙노무제공자가 부담하는 사회보험료의 80% 지원(근로자는 고용보험∙국민연금 지원, 예술인∙노무제공자는 고용보험 지원)"
43,기타지원_44.html,"농어촌 및 준농어촌지역에 거주하면서 농업, 축산, 임업, 어업에 종사하는 건강보험 지역가입자","소득·재산수준(보험료 부과점수)에 따라 농어업인 건강보험료를 최대 50%까지 차등 지원 · 「국민건강보험법」에 따른 농어촌지역 보험료 경감 22%(복지부) + 「농어촌 주민의 보건복지 증진을 위한 특별법」에 따른 농어업인 지원 최대 28%(농림축산식품부, 해양수산부)"
44,기타지원_45.html,농어업인 중 국민연금 지역가입자 및 지역임의계속가입자,"본인부담 국민연금 보험료의 최대 50%까지 지원(월 최대 4만 6,350원)"
45,기타지원_46.html,만 15~87세(일부 상품은 만 84세까지)로 농업경영체에 등록된 농업인,"보험료의 50%(기초생활수급자, 차상위계층 70%)를 정부에서 지원"
46,기타지원_47.html,만 15~87세 어업인 또는 어업근로자(소금제조 관련 종사자 포함),보험료의 50%(기초생활수급자 및 차상위계층 70%)를 정부에서 지원
47,기타지원_48.html,"어선법에 따라 등록된 연근해 어선의 소유자 ※ 원양어선, 수산물 운송(해상화물운송)에 종사하는 어선은 지원 불가",본인부담 보험료를 톤급별로 차등지원 구분 순보험료 부가보험료 10톤 미만 20톤 미만 30톤 미만 50톤 미만 100톤 미만 어선원보험 70% 60% 60% 30% 20% 75% 어선보험 70% 60% - 75% ※ 위 지원과는 별도로 지역별로 보험료의 일부를 지방비로 지원
48,기타지원_49.html,"농촌에 거주하는 65세 이상 가구(독거노인 포함)와 중위소득 50% 이하 수급자 가정, 결혼이민여성, 다문화 가정, 조손가구, 장애인가구","청소, 세탁 등 가사서비스 제공을 위해 방문하는 행복나눔이 활동비 지원 - 1일 활동비 19,000원의 70%인 13,300원 지원(30% 농협 부담)"
49,기타지원_50.html,"사고나 질병으로 영농활동이 곤란한 농업인으로 · 사고 또는 질병으로 2주 이상 진단을 받았거나 3일 이상 입원한 경우 · 4대 중증질환(암, 심장질환(고혈압 제외), 뇌혈관질환, 희귀난치성질환) 진단을 받은 자로 해당 질환으로 최근 6개월 이내 통원치료를 받은 경우 · 제1~2급 법정감염병(코로나19 포함) 확진자 또는 접촉한 자로 의료기관으로부터 통보를 받아 격리중인 경우 · ‘농업인 교육 과정’에 1일 이상 참여한 여성농업인","영농활동을 대행하는 영농도우미를 최대 10일까지 지원 - 1일 인건비(84,000원)의 70%인 58,800원 지원(30% 자부담)"
50,기타지원_51.html,"· (어업인 가구) 중위소득 50% 이하, 임신부 및 출산 후 3개월 이내 가구 · (어촌거주자) 어촌에 거주하는 만 65세 이상 가구(독거노인 포함) 및 중위소득 50% 이하 수급자, 다문화·조손·장애인가구, 읍·면지역의 사회복지시설(경로당, 노인복지과, 아동양육시설 등)","청소, 세탁 등 돌봄서비스 제공을 위해 방문하는 어촌생활돌봄 도우미 활동비용 지원 · 1일 1만 9,000원, 연간 최대 30일, 사회복지시설은 최대 60일 지원"
51,기타지원_52.html,"사고·질병 등으로 영어(어업)활동이 곤란한 어업인 · 1주일 이상 진단을 받아 요양(통원치료 등)이 필요한 경우 · 3일 이상 입원한 경우 · 임신부 및 출산 후 3개월이 지나지 않은 경우 · 최근 3년 이내 4대 중증질환(암, 심장질환(고혈압 제외), 뇌혈관질환, 희귀난치성질환) 진단을 받은 자로 해당 질환으로 최근 6개월 이내 통원치료를 받은 경우 · 제1~2급 법정감염병(코로나19 포함) 자가격리자로 보건소 및 의료기관으로부터 통보를 받아 격리중인 경우 · ‘어업인 교육과정’에 참여한 여성 어업인","영어(어업)활동을 대행하는 대체인력비용 최대 30일 지원 ※ 단, 임신부 및 출산의 경우와 4대 중증질환 환자일 경우 연간 60일 이내, 법정전염병(코로나19) 자가격리자는 세대당 정부지침에서 정하는 격리기한 이내 사용 가능 · 1일 인건비 10만 원 중 8만 원(80%) 지원"
52,기타지원_53.html,· 농촌지역 노후·불량주택 소유자(1주택자) · 농촌지역 거주 무주택자 · 귀농·귀촌을 하려는자(무주택자 또는 1주택자 * ) * 도시지역에서 농촌지역으로 이주하려는 자는 도시지역에 1주택을 소유하고 있는 경우 사업신청은 가능하나 사업완료시까지 도시주택 처분 필요 · 내·외국인 근로자 복지를 위해 주택(숙소)를 제공하고자 하는 농어촌 지역의 농어업분야 입주기업(법인) 및 농촌지역 거주 농업인(근로자 고용 개인사업주),"주택의 신축, 대수선, 토지구입비용 등의 사업비를 고정금리 2% 또는 변동금리로 대출 · 1년 거치 후 19년 분할상환 또는 3년 거치 후 17년 분할상환 · 주건축물(주택)과 부속건축물(창고, 차고 등)의 연면적 합계가 150㎡ 이하인 주거용 건축물에 대해 취득세 280만 원 한도 감면(’24.12.31까지) ※ 자세한 사항은 지방세특례제한법 제16조에 따름"
53,기타지원_54.html,"섬 지역에 주민등록을 하고 30일 이상 경과한 사람(단, 제주도 본도 및 연륙·연도교가 연결된 섬 제외)","연안여객선 여객 및 차량 운임 일부 지원 · 여객운임 : 정규운임 8,340원 미만의 경우 운임의 50%, 8,340원 이상의 경우 섬주민 부담 상한액(5,000원/6,000원/7,000원)을 제외한 전액 · 차량운임 : 섬주민 지분 100% 및 비영업용 차량에 한하여 중형 이상 승용차 및 승합차 20%, 소형승용차 30%, 경형승용차 및 5톤 화물차 50% 지원"
54,기타지원_55.html,"농업인(축산업을 경영하는 농업인 포함), 어업인 또는 임업인으로 「농어가목돈마련저축에 관한 법률」 시행령 제2조에 해당하는 사람 * * 2ha 이하 농지 소유(또는 임차) 농업인, 20톤 이하 어선 소유 또는 어업인으로 종사하는 자, 10ha 이하의 산림과 토지를 소유(또는 임차)한 임업인 또는 일정 규모 이하의 양축인 등","금융위원회가 정하는 기본금리(5.34%) 및 저축장려금리(0.9~4.8%) 지급, 「조세특례제한법」 제87조의2에 따라 이자소득과 저축장려금은 비과세 대상"
55,기타지원_56.html,"농촌지역(읍면)의 소규모(영유아 3~20인) 국공립 어린이집 및 사회복지법인 어린이집 * * 단, 해당 읍면에 국공립 어린이집이 없는 사회복지법인 어린이집","시설비(최대 1억 5,200만 원) 및 운영비(최대 1,370만원) 지원"
56,기타지원_57.html,이동식 놀이교실을 운영하고자 하는 시·도지사·시장·군수 또는 위탁운영자(육아종합지원센터 등),"운영비(최대 1억 5,200만 원) 지원 - 차량을 이용해 농촌마을을 방문하여 놀잇감 및 도서 등을 대여하고 보육프로그램을 운영하는데 필요한 인건비, 차량임차료 등"
57,기타지원_58.html,"농촌지역에서 보육에 필요한 전문성, 시설 및 인력을 갖추고 농번기 주말동안 아이돌봄방을 운영하고자 하는 법인·단체","시설비는 시설당 2,000만 원 이내, 운영비는 운영기간에 따라 최대 2,600만원 내외 지원"
58,기타지원_59.html,"농촌지역 소재 어린이집 또는 시간제보육 제공기관에 근무하는 보육교사 및 치료사, 담임교사를 대체하는 대체교사 ※ 평일 8시간을 원칙으로 월 15일 이상 근무한 사람",월 11만 원의 특별근무수당 지원
59,기타지원_60.html,의사자 유족 또는 의상자와 그 가족,"· 구조행위를 한 당해연도의 지급 기준으로 의사자 유족 및 의상자에게 보상금 등 지급 ※ 신청기간 제한 : 의사상자 인정 결정을 통보받은 날로부터 3년 이내 ※ 의상자의 경우 부상 등급별 차등지원 · 그 외 의료급여, 교육보호, 취업보호, 국립묘지 안장(이장), 고궁 등 이용료 감면 등을 지원"
60,기타지원_61.html,생활이 어려운 북한이탈주민,"구분 지원내용 생계급여 및 의료급여 특례 최초 거주지 전입일 이후 5년까지 특례 * 적용 * 근로무능력가구일 경우 가구원수에 1명을 추가한 소득인정액 기준 적용, 부양의무자 기준 미적용 * 근로능력가구일 경우 최초 거주지 전입 후 6개월간은 자활사업참여 의무 조건 제시를 유예 국민연금 특례 보호결정 당시 만 50~60세 미만인 자가 가입 기간 5년을 채우면 노령연금 수급"
