filename,title,index,category,question
기타지원_40.html,산재보험 요양급여,39,기타지원,일을 하다가 다치게 된 근로자들을 위한 복지 서비스에 대해 들어보셨나요? 그들은 재활보조기구를 구입하고 수리하는 데 도움을 주고 있어요. 이 서비스에 신청하는 방법을 아시나요?
기타지원_43.html,저임금 근로자·예술인·노무제공자 사회보험료 지원(두루누리),42,기타지원,"저임금 근로자, 예술인 및 자영업자들을 대상으로 낮은 수입의 사람들에게 사회보험료 지원을 제공하는 서비스가 있다고 들었어요. 이 지원을 받을 자격이 있는 사람들은 누구인지 아세요?"
기타지원_46.html,농업인 안전보험,45,기타지원,"농부들을 위한 보험 서비스가 있다고 들었어요. 이 서비스를 받을 자격이 있는 사람들은 누구이고, 어떻게 작동하는 건가요?"
기타지원_49.html,취약농가 인력 지원(행복나눔이),48,기타지원,취약농가 인력 지원 서비스는 누가 자격이 있나요?
기타지원_52.html,취약어가 인력 지원(어업활동 지원),51,기타지원,사고나 질병으로 인해 일할 수 없는 어부들을 위한 복지 서비스에 대해 말해주실 수 있나요?
기타지원_55.html,농어가 목돈마련 저축 장려금,54,기타지원,"농지를 소유하거나 임차하고 있거나 작은 어선을 소유하거나 작은 산림과 토지를 소유하거나 임차한 경우, 농민과 어부를 위한 저축 장려금에 자격이 있습니까?"
기타지원_58.html,농번기 아이돌봄방,57,기타지원,"주말에 어린이 보육 시설을 운영하고 전문성, 시설 및 인력이 필요한 농촌지역의 단체나 법인을 아시나요?"
기타지원_61.html,북한이탈주민 사회보장 지원,60,기타지원,북한에서 탈출한 사람들 중 어려움을 겪고 있는 북한이탈주민을 위한 복지 서비스에 대해 알려주세요.
기타지원_64.html,북한이탈주민 정착금 지원,63,기타지원,북한에서 이탈한 사람들을 위한 정착을 위한 재정 지원에 대해 알려주실 수 있나요?
기타지원_67.html,북한이탈주민 교육비 지원,66,기타지원,북한이탈주민을 위한 교육 지원에 대해 이야기해 줄 수 있나요?
기타지원_70.html,북한이탈주민 주택알선 지원,69,기타지원,저는 북한에서 이탈한 탈북자이고 주거지를 찾고 보증금을 지원받기 위해 도움이 필요합니다. 저를 도와주실 수 있나요?
기타지원_73.html,노숙인 등 복지 지원,72,기타지원,노숙인을 위한 복지 서비스에 대해 알려주세요.
기타지원_76.html,일본군 ‘위안부’ 피해자 생활안정 및 기념사업,75,기타지원,일본군 위안부를 위한 복지 서비스에 대해 알려주세요.
기타지원_79.html,한센인 피해자 지원,78,기타지원,한센병 환자를 위한 복지 서비스가 있다고 들었어요. 신청 방법을 아시나요?
기타지원_82.html,풍수해보험,81,기타지원,자연재해로 인한 재산 피해에 대한 보험 보상을 제공하는 복지 서비스를 들어보셨나요?
기타지원_85.html,독거노인 사회관계 활성화 지원,84,기타지원,독거노인이고 사회적 고립이나 우울증 위험이 있는 노인들을 위한 지원 서비스에 대해 알려주시겠어요?
노령층지원_02.html,노후준비서비스,87,노령층지원,"노후 준비를 도와주실 수 있나요? 재무 계획, 건강 관리, 여가 활동 및 대인 관계에 대한 도움이 필요합니다."
노령층지원_05.html,은퇴금융 아카데미,90,노령층지원,은퇴 준비를 위한 경제 금융 지식과 은퇴 생활 정보 교육이 필요한 사람들을 위한 무료 교육 프로그램을 아시나요?
노령층지원_08.html,디지털배움터,93,노령층지원,노인들을 위한 디지털 교육에 대한 서비스를 알려주세요.
노령층지원_11.html,치매치료 관리비 지원사업,96,노령층지원,60세 이상이고 월 소득이 낮은 치매환자들을 위한 재정 지원이 있는지 알고 계세요? 
노령층지원_14.html,노인 치과 임플란트 지원,99,노령층지원,노인들을 위한 치과 임플란트를 지원받을 수 있나요?
노령층지원_17.html,노인맞춤돌봄서비스,102,노령층지원,돌봄이 필요한 노인들을 위한 복지 서비스에 대해 말해주시겠어요?
노령층지원_20.html,어르신을 위한 요금감면 제도,105,노령층지원,65세 이상의 어르신들을 위한 복지 서비스에 대해 알려주세요. 
법률금융복지지원_06.html,법률구조 제도,111,법률금융복지지원,소득이 일정 기준 이하인 개인과 농업인 및 어업인을 위한 법률 대리 및 지원 서비스에 대해 알려주세요.
법률금융복지지원_09.html,대지급금 제도,114,법률금융복지지원,도산 등의 이유로 임금을 받지 못한 근로자를 위한 복지 서비스에 대해 들어보셨나요?
법률금융복지지원_12.html,신용회복위원회 성실상환자 소액대출,117,법률금융복지지원,채무조정을 성실하게 이행하고 있는데 괜찮은 복지가 있을까요?
법률금융복지지원_15.html,햇살론 youth,120,법률금융복지지원,취업 준비나 직장을 시작하는 청년들이 경제적으로 어려움을 겪을 때 도움을 주는 서비스에 대해 들어보셨나요?
법률금융복지지원_21.html,소상공인 지원,126,법률금융복지지원,5명 미만의 상시근로자를 고용하는 소상공인 사업자들이 저금리 대출이 필요한 경우 지원 서비스가 있는지 알고 계세요?
법률금융복지지원_24.html,신용회복위원회 신용교육,129,법률금융복지지원,신용교육 서비스에 대해 더 알려주세요.
보건의료지원_03.html,건강보험 차상위,132,보건의료지원,희귀하고 중증한 질병을 가진 사람들을 위한 복지 서비스에 대해 말해주실 수 있나요?
보건의료지원_09.html,의료급여 본인부담 면제,138,보건의료지원,본인부담금을 지불할 수 없는데 의료급여가 밀렸어요.
보건의료지원_12.html,국가건강검진제도,141,보건의료지원,건강검진 관련 복지 서비스가 있나요?
보건의료지원_15.html,성인 암환자 의료비 지원,144,보건의료지원,암환자인데 돈이 없어요.
보건의료지원_18.html,입원·격리치료명령 결핵환자 부양가족 생활보호비 지원,147,보건의료지원,결핵환자의 가족 중 입원 또는 격리치료로 인해 소득을 상실한 가구에 대한 지원에 대해 알려주세요.
보건의료지원_21.html,노숙인 및 취약계층 알코올 중독문제 관리사업,150,보건의료지원,노숙인 및 취약계층 중 알코올 중독 문제를 겪고 있는 사람들을 위한 서비스가 있는지 알고 계신가요?
보건의료지원_24.html,노인장기요양보험제도,153,보건의료지원,노인장기요양보험에 대한 자격이 있는 사람들은 누구인가요?
보훈대상자지원_02.html,국가유공자 등 사망일시금,156,보훈대상자지원,제 할아버지는 독립유공자였고 최근에 사망했습니다. 제 가족은 어떤 보상이나 혜택을 받을 수 있을까요?
보훈대상자지원_05.html,독립유공자 (손)자녀 생활지원금,159,보훈대상자지원,독립유공자의 자녀 중 보상금을 받지 않고 소득이 낮은 사람들을 위한 지원이 있는지 알고 계세요?
보훈대상자지원_08.html,재해보상금,162,보훈대상자지원,"의무경찰, 의무소방원 및 교정시설 경비교도가 복무 중 사망하거나 부상을 입은 경우에 대한 보상에 대해 말해주시겠어요?"
보훈대상자지원_11.html,6·25자녀수당,165,보훈대상자지원,6·25 한국전쟁 중 전사한 군인의 자녀를 위한 복지에 대해 알려주실 수 있나요?
보훈대상자지원_14.html,국가유공자 등 간호수당,168,보훈대상자지원,중상을 입은 사람들이 일상 활동을 도움 없이 수행하기 어려운 경우에 대한 복지 서비스에 대해 이야기해 주실 수 있나요?
보훈대상자지원_17.html,재가복지지원,171,보훈대상자지원,노인을 위한 가정 복지 지원 서비스에 대해 누가 자격이 있는지 알려주실 수 있나요?
보훈대상자지원_20.html,양로지원,174,보훈대상자지원,부양의무자가 없는 65세 이상 남성 또는 60세 이상 여성을 위한 서비스가 있는지 알고 계세요? 
보훈대상자지원_23.html,위탁병원 진료,177,보훈대상자지원,군인들을 위한 의료 서비스에 대해 알려주시겠어요?
보훈대상자지원_26.html,국가보훈대상자 LPG차량 세금인상분 지원,180,보훈대상자지원,국가유공자인데 국가 혜택을 받을 수 있는 사람들에게 어떤 지원이 있는지 알고 있나요? 그들의 보철용 차량에 LPG 연료에 할인이 있다고 들었어요.
보훈대상자지원_29.html,통신요금감면,183,보훈대상자지원,보훈대상자인데 통신요금에 할인이 가능한지 아세요? 
보훈대상자지원_32.html,국가유공자 등 취업능력개발 지원,186,보훈대상자지원,국가유공자인데 직장이 없고 취직하고 싶어요.
보훈대상자지원_35.html,제대군인 전직지원금 지원,189,보훈대상자지원,실업 상태에서 적극적으로 구직활동을 하는 퇴역한 군인에게 제공되는 지원에 대해 말해주실 수 있나요?
보훈대상자지원_38.html,국가보훈대상자 학습보조비 지급,192,보훈대상자지원,국가보훈법에 따라 교육지원을 받고 싶어요.
생계지원_04.html,가족희망드림 지원,198,생계지원,경제적이거나 사회적 위기에 직면한 가족들을 지원하여 가족 기능과 역량을 강화하는 서비스에 대해 이야기해주시겠어요?
생계지원_10.html,기존주택 일반 저소득층·신혼부부·청년 등 매입임대주택 지원,204,생계지원,"저소득층, 신혼부부 및 청년들이 저렴한 주택을 구매하거나 임대하는 데 도움이 필요한 경우에 대한 지원에 대해 더 알려주시겠어요?"
생계지원_13.html,주거취약계층 주거지원,207,생계지원,"3개월 이상 작은 방에서 살고 있고, 저렴한 임대 주택을 찾는 데 도움을 받을 수 있을까요?"
생계지원_16.html,슬레이트 처리 지원,210,생계지원,"저는 슬레이트 지붕과 벽을 가진 건물을 소유하고 있고, 슬레이트 지붕을 제거하고 처분하는 데 도움이 필요합니다."
생계지원_19.html,신재생에너지 설치 지원,213,생계지원,신재생에너지 시설 설치를 원하는 주택 소유자들을 위한 지원이 있는지 알고 있나요? 태양광이나 지열과 같은 신재생에너지 시설을 설치하려는 사람들은 설치 비용에 일부 금전적 지원을 받을 수 있다고 들었어요.
생계지원_22.html,사회취약계층 환경성질환 예방사업,216,생계지원,"어려운 경제사정을 겪고 있는 가구들을 위해 실내환경 오염 진단 및 컨설팅, 친환경 주거개선을 지원하는 서비스가 있다고 들었는데요. 더 자세한 내용을 알려주실 수 있을까요?"
생계지원_25.html,보금자리론,219,생계지원,19세 이상이고 주택을 소유하지 않거나 900억 원 이하의 가치를 가진 주택을 소유한 사람들을 위한 주택 대출 프로그램에 대해 알려주실 수 있나요?
생계지원_28.html,주거안정 월세대출,222,생계지원,월세가 적은데 주택 월세계약을 체결한 부부예요. 월세 대출을 받을 수 있을까요?
생계지원_31.html,전세자금 보증,225,생계지원,전세 자금 보증이 필요해요.
생계지원_40.html,서민금융진흥원 소액보험(한부모가정의료보험),234,생계지원,한부모가족인데 보험이 필요해요.
임신보육지원_02.html,고위험 임산부 의료비 지원,237,임신보육지원,고위험 임산부인데 의료비 지원을 받고 싶어요.
임신보육지원_05.html,임신부 인플루엔자 국가예방접종 지원,240,임신보육지원,임신부는 무료로 인플루엔자 예방접종을 받을 수 있나요?
임신보육지원_11.html,건강보험 임신·출산 진료비,246,임신보육지원,신생아의 엄마인데 복지 서비스에 대해 알려주세요.
임신보육지원_14.html,입양 숙려기간 모자지원,249,임신보육지원,아이를 낳은지 얼마 안 됐어요. 지원이 있는지 알고 계세요?
임신보육지원_17.html,고용보험 미적용자 출산급여 지원,252,임신보육지원,고용보험에 가입되지 않아 출산 휴가급여를 받을 수 없는 여성을 위한 지원 서비스가 있다고 들었어요.
임신보육지원_23.html,직장어린이집 설치 지원,258,임신보육지원,직장어린이집을 설립하려는 사업주들에게 어떤 지원이 있는지 알고 계신가요?
임신보육지원_26.html,가정양육수당 지원,261,임신보육지원,별다른 지원 없이 0~6세 영유아를 양육하는 부모나 보호자를 위한 복지 서비스에 대해 알려주시겠어요?
임신보육지원_29.html,청소년부모 아동양육비 지원,264,임신보육지원,아이를 가진 가난한 청소년 부모인데 양육비가 모자라요. 이에 대해 알려주실 수 있나요?
임신보육지원_35.html,육아종합지원센터,270,임신보육지원,"육아 상담, 놀이 공간 및 부모 간 교류와 같은 종합적인 육아 지원을 제공하는 센터를 아시나요?"
임신보육지원_38.html,선천성대사 이상 검사 및 환아관리,273,임신보육지원,선천성 대사 이상을 가진 신생아를 가진 가족이나 희귀 질환을 진단받은 영아를 위한 복지 서비스가 있는지 알고 계신가요?
임신보육지원_41.html,조산아 및 저체중출생아 본인부담금 경감,276,임신보육지원,아이를 낳았는데 저체중이에요. 부모를 위한 의료비 경감 복지 서비스에 대해 들어보셨나요? 
임신보육지원_44.html,취학전 아동 실명 예방,279,임신보육지원,취학 전 아동의 시각 장애 예방을 위한 지원 서비스를 아시나요?
임신보육지원_47.html,어린이 불소 도포,282,임신보육지원,15세 이하의 아이들을 위한 치과 관리 서비스에 대해 알려주세요.
장애인지원_02.html,장애인 서비스지원 종합조사 신청,288,장애인지원,등록 장애인들을 위한 종합적인 지원과 서비스를 필요로 하는 사람들을 위한 이 서비스에 대해 설명해주시겠어요? 
장애인지원_05.html,장애인연금,291,장애인지원,중증 장애를 가진 소득이 적어진 사람들을 위한 복지 서비스에 대해 알려주세요. 
장애인지원_08.html,장애아 보육료 지원,294,장애인지원,장애아동의 어린이집 보육료 지원에 대해 알려주세요. 
장애인지원_11.html,발달장애인 가족휴식 지원,297,장애인지원,발달장애를 가진 개인들과 그 가족을 위한 지원 서비스가 있는지 알고 계신가요?
장애인지원_14.html,장애아 방과후 보육료 지원,300,장애인지원,일일 4시간 이상 방과후 어린이집을 이용하는 장애아동을 위한 지원이 있는지 알고 계신가요?
장애인지원_17.html,특수교육대상자 치료지원 서비스,303,장애인지원,특수교육대상자가 교육을 효율적으로 받기 위해 치료지원이 필요한 학생들을 위한 서비스에 대해 말해주시겠어요?
장애인지원_20.html,장애인 정보화교육,306,장애인지원,장애인들을 위한 무료 정보기술 교육 프로그램이 있는지 알고 계신가요?
장애인지원_23.html,중증장애인 직업재활 지원,309,장애인지원,중증 장애를 가진 사람들을 위한 직업 재활 지원에 대해 더 알려주세요.
장애인지원_26.html,장애인생산품 판매시설,312,장애인지원,장애인 직업 재활 시설로부터 지원을 받기 위한 서비스에 대해 더 알려주시겠어요?
장애인지원_29.html,중증장애인확인서 발급,315,장애인지원,취업 및 직업 서비스를 위해 중증 장애인 확인서를 신청하는 방법을 알려주세요.
장애인지원_32.html,장애인 직업능력개발 운영,318,장애인지원,장애인을 위한 직업훈련 프로그램에 대해 말해주시겠어요?
장애인지원_35.html,장애인고용 시설장비 융자·무상지원,321,장애인지원,장애인을 고용하는 사업주들을 위해 시설과 장비의 설치 또는 구입을 위한 재정적 지원이 필요해요
장애인지원_38.html,보조공학기기 지원,324,장애인지원,"장애인을 고용하거나 고용하려는 사업주, 장애인 근로자 및 장애인 공무원을 위한 서비스에 대해 말해주시겠어요?"
장애인지원_41.html,장애인 창업점포 지원사업,327,장애인지원,장애인 창업교육을 이수한 장애인들을 위한 창업점포 임차보증금 지원에 대해 더 알려주실 수 있나요?
장애인지원_44.html,장애인 의료비 지원,330,장애인지원,장애인 의료비 지원
장애인지원_47.html,장애정도 심사 검사비 지원,333,장애인지원,장애 정도 심사를 받으러 가는데 이를 위한 지원에 대해 말해주실 수 있나요?
장애인지원_50.html,장애 입양 아동 의료비 지원,336,장애인지원,장애아동을 입양한 가족들이 의료비를 지원받을 수 있는 혜택에 대해 알려주시겠어요?
장애인지원_53.html,발달재활 서비스,339,장애인지원,"발달재활 서비스는 중위소득의 180% 이하인 가구와 18세 미만의 장애아동을 대상으로 하며, 누구에게 제공되고 어떤 서비스를 제공하는지 알려주실 수 있나요?"
장애인지원_56.html,장애친화 건강검진,342,장애인지원,장애친화 건강검진 서비스에 대해 알려주세요. 이 서비스를 받을 자격이 있는 사람은 누구인가요?
장애인지원_59.html,장애인 활동지원,345,장애인지원,장애인 지원 서비스를 받을 자격이 있는 사람은 누구인가요? 특정 연령대의 장애인들 중에 기능 능력과 독립 생활 능력을 평가받고 특정 수준을 갖춘 사람들이라고 들었는데요.
장애인지원_62.html,여성장애인 가사도우미 파견,348,장애인지원,"저소득 가정의 등록 여성장애인들을 위해 자녀양육, 가사활동을 지원하는 서비스에 대해 알려주시겠어요?"
장애인지원_65.html,장애인 거주시설 이용,351,장애인지원,장애인들이 거주시설과 지원 서비스를 필요로 하는 경우에 대한 서비스에 대해 말해주실 수 있나요?
장애인지원_68.html,무료 법률구조 제도,354,장애인지원,가난한 장애인을 위한 무료 법률구조 지원 프로그램에 대해 더 알려주시겠어요?
장애인지원_74.html,장애인 상속세 상속공제,360,장애인지원,장애인이 재산을 상속받아 상속세를 납부하는 데 도움이 필요한 복지 서비스에 대해 이야기해 주실 수 있나요?
장애인지원_77.html,장애인보조기기 부가가치세 영세율 적용,363,장애인지원,"보청기, 의수족, 휠체어와 같은 보조기기 지원에 대해 알려주세요."
장애인지원_80.html,장애인 체육시설,366,장애인지원,장애인들이 체력을 향상시키고 신체 기능을 회복하기 위해 스포츠 활동을 통해 이루어지는 서비스에 대해 말해주실 수 있나요?
장애인지원_83.html,장애인을 위한 요금감면제도,369,장애인지원,장애인인데 요금들이 너무 비싸요.
청소년청년지원_03.html,가정위탁아동 지원,372,청소년청년지원,위탁가정에서 양육이 어려운 아동들을 보호 지원 서비스에 대해 알려주세요.
청소년청년지원_06.html,아동발달지원계좌,375,청소년청년지원,아동발달지원계좌에 대해 알려주세요.
청소년청년지원_09.html,청소년치료재활센터,378,청소년청년지원,청소년 치료 재활 센터에 대해 말해줄 수 있을까요?
청소년청년지원_12.html,학교 밖 청소년 건강검진,381,청소년청년지원,학교에 다니지 않는 학령 청소년을 위한 건강검진 서비스에 대해 말해주시겠어요?
청소년청년지원_18.html,청소년상담 1388,387,청소년청년지원,가족 갈등과 학업 문제를 겪고 있는 청소년들을 위한 상담 서비스를 추천해주실 수 있나요?
청소년청년지원_21.html,청소년 국제교류,390,청소년청년지원,국제 청소년 교류에 참여하거나 해외 봉사를 하고 싶어요
청소년청년지원_27.html,급식비 지원,396,청소년청년지원,학령기 아동을 둔 저소득가구를 위한 학교 급식비 지원이 있는지 알고 계신가요?
청소년청년지원_30.html,학교 우유급식,399,청소년청년지원,학교 우유급식 프로그램에 대해 알려주세요
청소년청년지원_33.html,HPV 국가예방접종 지원사업,402,청소년청년지원,HPV 국가예방접종 지원사업에 대해 알려주세요.
청소년청년지원_36.html,우수고등학생 해외유학 장학금,405,청소년청년지원,대학에서 해외로 유학을 하고 싶은 저소득층의 우수한 고등학생입니다.
청소년청년지원_39.html,이공계 우수학생 국가장학사업,408,청소년청년지원,과학 및 공학 분야에서 우수한 학생들을 위한 국가 장학금 프로그램에 대해 알고 있나요?.
청소년청년지원_42.html,인문100년 장학금,411,청소년청년지원,인문사회계열 학과를 전공하는 대학생을 위한 복지 서비스에 대해 말해주실 수 있나요?
청소년청년지원_45.html,푸른등대 기부장학사업,414,청소년청년지원,국내 4년제 및 전문 대학생들을 위한 장학금 프로그램에 대해 더 알려주실 수 있나요?
청소년청년지원_48.html,"대학생 연합생활관(은행권, 고양)",417,청소년청년지원,국내 대학생들이 편리한 시설을 갖춘 저렴한 기숙사 주거를 필요로 할 때 알고 계신가요?
청소년청년지원_51.html,일반 상환 학자금 대출,420,청소년청년지원,일반 상환 학자금 대출을 받을 수 있는 자격이 있는 사람에 대해 말해 줄 수 있을까요?
청소년청년지원_54.html,경제적 배려대상자 지원,423,청소년청년지원,청소년인데 청소년청년지원에 대해 말해 줄 수 있을까요?
취업지원_01.html,실업급여,426,취업지원,고용보험에 가입하여 근무한 경력이 있는데 퇴사한 후 적극적으로 취업을 찾고 있는 사람들을 위한 서비스에 대해 알려주세요.
취업지원_04.html,국민취업지원제도,429,취업지원,실업자나 소득이 낮은 사람들을 위한 복지 서비스에 대해 좀 더 알려주시겠어요?
취업지원_10.html,청년내일저축계좌,435,취업지원,가난한 청년들을 위한 복지 서비스가 있다고 들었어요. 저축 관련이라고 들었어요.
취업지원_13.html,여성 경제활동 촉진 지원사업,438,취업지원,경제활동을 일시적으로 또는 영구적으로 중단한 여성들이나 아무런 경험이 없는 여성들을 위한 지원 서비스에 대해 말해주실 수 있나요?
취업지원_16.html,여성기업 확인서 발급,441,취업지원,여성 소유 및 운영 기업이 공공 구매 및 정부 지원 프로그램에서 우대 지원을 받기 위해 인증을 받을 수 있는 방법을 알고 계세요?
취업지원_19.html,중장년 기술창업센터 지원,444,취업지원,기술 중심 사업을 시작하고 싶은 중년층을 위한 지원 서비스를 아시나요?
취업지원_22.html,고령자 계속고용장려금,447,취업지원,정년 이후 운영되고 고용보험에 가입한 사업주를 위한 복지 서비스가 있다고 들었어요. 
취업지원_25.html,현장실습 기업현장 교육지원,450,취업지원,직업학생들에게 현장실습을 제공하는 기업들이 받을 수 있는 지원에 대해 더 알려주시겠어요?
취업지원_28.html,중앙취업지원센터 운영,453,취업지원,고등학교 졸업 후 취업 기회를 찾는 데 도움을 줄 수 있나요?
취업지원_31.html,산업계 주도 청년 맞춤형 훈련,456,취업지원,산업계에서 청년들을 위한 맞춤형 훈련 프로그램에 대해 더 알려주세요. 이 프로그램에 참여할 수 있는 자격이 있는 사람은 누구인가요?
취업지원_34.html,해외취업 지원,459,취업지원,해외 취업을 찾고 있는 사람들을 위한 서비스입니다. 해외 취업을 지원하는 내용에 대해 더 알려주시겠어요?
