filename,title,index,category,question
기타지원_73.html,노숙인 등 복지 지원,72,기타지원,"노숙인 및 복지 지원 서비스의 대상 수혜자는 누구이며, 구체적으로 제공되는 서비스는 무엇인가요?"
기타지원_76.html,일본군 ‘위안부’ 피해자 생활안정 및 기념사업,75,기타지원,일본군 '위안부' 피해자에게 제공되는 지원의 대상과 내용은 무엇인가요?
기타지원_79.html,한센인 피해자 지원,78,기타지원,한센인 피해자 지원의 대상은 누구이며 어떤 경비가 지원되나요?
기타지원_82.html,풍수해보험,81,기타지원,자연재해 보험의 대상과 내용은 무엇인가요?
기타지원_85.html,독거노인 사회관계 활성화 지원,84,기타지원,이 서비스의 대상은 누구이며 제공되는 활동은 무엇인가요?
노령층지원_02.html,노후준비서비스,87,노령층지원,노후준비서비스는 누구를 대상으로 하며 어떤 내용을 포함하고 있나요?
노령층지원_05.html,은퇴금융 아카데미,90,노령층지원,은퇴금융 아카데미를 누가 이용할 수 있으며 교육 프로그램에서 다루는 주제는 무엇인가요?
노령층지원_08.html,디지털배움터,93,노령층지원,디지털 학습 센터를 통해 무료 교육을 받을 수 있는 대상은 누구인가요?
노령층지원_11.html,치매치료 관리비 지원사업,96,노령층지원,치매 치료 및 관리비 지원 프로그램은 누구를 대상으로 하며 어떤 비용을 지원해주나요?
노령층지원_14.html,노인 치과 임플란트 지원,99,노령층지원,노인 치과 임플란트 지원 서비스의 대상은 누구이며 어떤 내용을 포함하고 있나요?
노령층지원_17.html,노인맞춤돌봄서비스,102,노령층지원,노인 맞춤 돌봄 서비스의 대상 수혜자는 누구이며 어떻게 선정되나요?
노령층지원_20.html,어르신을 위한 요금감면 제도,105,노령층지원,어르신을 위한 교통요금 감면 서비스는 누구에게 제공되나요?
법률금융복지지원_03.html,법문화교육센터,108,법률금융복지지원,법률문화교육센터의 대상 그리고 내용은 무엇인가요?
법률금융복지지원_06.html,법률구조 제도,111,법률금융복지지원,"법률구조 지원 서비스를 받을 수 있는 대상은 누구이며, 제공되는 서비스는 무엇인가요?"
법률금융복지지원_09.html,대지급금 제도,114,법률금융복지지원,임금 지급 지원 프로그램의 대상은 누구이며 어떤 내용을 포함하고 있나요?
법률금융복지지원_12.html,신용회복위원회 성실상환자 소액대출,117,법률금융복지지원,신용회복위원회가 제공하는 저금리 소액대출의 대상은 누구인가요?
법률금융복지지원_15.html,햇살론 youth,120,법률금융복지지원,청년 햇살론은 누구를 위한 것이며 어떤 지원을 제공하나요?
법률금융복지지원_18.html,햇살론 카드,123,법률금융복지지원,햇살론 카드는 누구에게 제공되며 혜택은 무엇인가요?
법률금융복지지원_21.html,소상공인 지원,126,법률금융복지지원,소상공인 지원을 받기 위한 자격 요건과 대출 세부 내용은 무엇인가요?
법률금융복지지원_24.html,신용회복위원회 신용교육,129,법률금융복지지원,신용회복위원회가 제공하는 무료 신용교육의 대상은 누구인가요?
보건의료지원_03.html,건강보험 차상위,132,보건의료지원,'건강보험 차상위 서비스 신청 방법'의 대상과 내용은 무엇인가요?
보건의료지원_06.html,재난적의료비 지원,135,보건의료지원,"재난적의료비 지원의 대상은 누구이며, 서비스 내용은 무엇인가요?"
보건의료지원_09.html,의료급여 본인부담 면제,138,보건의료지원,의료비 본인부담 면제의 대상자와 해당되는 비용은 무엇인가요?
보건의료지원_12.html,국가건강검진제도,141,보건의료지원,국가건강검진 서비스의 대상과 내용은 무엇인가요?
보건의료지원_15.html,성인 암환자 의료비 지원,144,보건의료지원,"암환자 의료비 지원의 대상은 누구이며, 어떤 내용을 지원받을 수 있나요?"
보건의료지원_18.html,입원·격리치료명령 결핵환자 부양가족 생활보호비 지원,147,보건의료지원,결핵환자 부양가족 생활보호비 지원의 대상은 누구이며 어떤 내용을 포함하고 있나요?
보건의료지원_21.html,노숙인 및 취약계층 알코올 중독문제 관리사업,150,보건의료지원,노숙인과 취약계층을 위한 알코올 중독문제 관리 프로그램의 대상과 내용은 무엇인가요?
보건의료지원_24.html,노인장기요양보험제도,153,보건의료지원,장기요양보험은 어떤 사람들을 대상으로 하며 어떤 내용을 포함하고 있나요?
보훈대상자지원_02.html,국가유공자 등 사망일시금,156,보훈대상자지원,국가유공자 등 사망일시금을 받는 방법은 무엇인가요?
보훈대상자지원_05.html,독립유공자 (손)자녀 생활지원금,159,보훈대상자지원,독립유공자 (손)자녀 생활지원금은 누구에게 지원되며 어느 정도의 지원금이 제공되나요?
보훈대상자지원_08.html,재해보상금,162,보훈대상자지원,재해보상금을 받을 수 있는 대상은 누구이며 어떤 내용을 포함하고 있나요?
보훈대상자지원_11.html,6·25자녀수당,165,보훈대상자지원,6·25 전사자 자녀수당의 대상은 누구이며 혜택은 무엇인가요?
보훈대상자지원_14.html,국가유공자 등 간호수당,168,보훈대상자지원,국가유공자를 위한 간호수당 지원의 대상과 내용은 무엇인가요?
보훈대상자지원_17.html,재가복지지원,171,보훈대상자지원,'노인을 위한 가정 방문 서비스'의 대상과 내용은 무엇인가요?
보훈대상자지원_20.html,양로지원,174,보훈대상자지원,노인 지원 서비스의 대상은 누구이며 어떤 지원을 제공하나요?
보훈대상자지원_23.html,위탁병원 진료,177,보훈대상자지원,지정된 병원에서 제공되는 서비스의 대상과 내용은 무엇인가요?
보훈대상자지원_26.html,국가보훈대상자 LPG차량 세금인상분 지원,180,보훈대상자지원,국가보훈대상자를 위한 LPG차량 세금인상분 지원의 대상과 내용은 무엇인가요?
보훈대상자지원_29.html,통신요금감면,183,보훈대상자지원,'통신비 할인' 서비스의 지원 대상과 내용은 무엇인가요?
보훈대상자지원_32.html,국가유공자 등 취업능력개발 지원,186,보훈대상자지원,국가유공자 등 취업능력개발 지원 서비스의 대상과 내용은 무엇인가요?
보훈대상자지원_35.html,제대군인 전직지원금 지원,189,보훈대상자지원,"지원 대상은 누구이며, 지원 내용은 무엇인가요?"
보훈대상자지원_38.html,국가보훈대상자 학습보조비 지급,192,보훈대상자지원,국가보훈대상자 학습비 지원 서비스의 대상과 내용은 무엇인가요?
생계지원_01.html,맞춤형 기초생활보장제도,195,생계지원,맞춤형 복지 지원 서비스의 대상과 내용은 무엇인가요?
생계지원_04.html,가족희망드림 지원,198,생계지원,지원 대상은 누구이며 어떤 서비스가 제공되나요?
생계지원_07.html,국민임대주택 공급,201,생계지원,"국민임대주택을 신청할 수 있는 대상은 누구이며, 서비스의 내용은 무엇인가요?"
생계지원_10.html,기존주택 일반 저소득층·신혼부부·청년 등 매입임대주택 지원,204,생계지원,"저소득층, 신혼부부, 청년을 위한 매입임대주택 지원의 대상과 내용은 무엇인가요?"
생계지원_13.html,주거취약계층 주거지원,207,생계지원,주거취약계층을 위한 주거지원 서비스의 대상과 내용은 무엇인가요?
생계지원_16.html,슬레이트 처리 지원,210,생계지원,지원 대상은 누구이며 내용은 무엇을 포함하나요?
생계지원_19.html,신재생에너지 설치 지원,213,생계지원,"신재생에너지 설치 지원의 대상은 누구이며, 어떤 시설이 지원되나요?"
생계지원_22.html,사회취약계층 환경성질환 예방사업,216,생계지원,환경성질환 예방을 위한 복지 서비스의 대상과 내용은 무엇인가요?
생계지원_25.html,보금자리론,219,생계지원,'주택구입자금 대출' 서비스의 대상과 내용은 무엇인가요?
생계지원_28.html,주거안정 월세대출,222,생계지원,"주거안정 월세대출을 받을 수 있는 대상은 누구이며, 대출 내용은 어떻게 되나요?"
생계지원_31.html,전세자금 보증,225,생계지원,전세 보증 서비스를 받을 수 있는 대상은 누구이며 어떤 내용을 보장하나요?
생계지원_34.html,가사·간병 방문 지원사업,228,생계지원,"가사·간병 서비스를 받을 수 있는 대상은 누구이며, 서비스 내용은 무엇인가요?"
생계지원_37.html,통합문화이용권(문화누리카드),231,생계지원,문화누리카드는 누구에게 지원되며 어떤 용도로 사용할 수 있나요?
생계지원_40.html,서민금융진흥원 소액보험(한부모가정의료보험),234,생계지원,한부모가정의료보험은 어떤 서비스인가요?
임신보육지원_02.html,고위험 임산부 의료비 지원,237,임신보육지원,고위험 임산부 의료비 지원 서비스는 누구에게 지원이 가능하며 어떤 내용을 포함하고 있나요?
임신보육지원_05.html,임신부 인플루엔자 국가예방접종 지원,240,임신보육지원,임신부를 위한 서비스의 대상과 내용은 무엇인가요?
임신보육지원_08.html,요양비,243,임신보육지원,"출산비 지원 서비스를 받을 수 있는 대상은 누구이며, 지원액은 얼마인가요?"
임신보육지원_11.html,건강보험 임신·출산 진료비,246,임신보육지원,건강보험 임신·출산 진료비 지원 서비스의 대상과 내용은 무엇인가요?
임신보육지원_14.html,입양 숙려기간 모자지원,249,임신보육지원,"지원 대상은 누구이며, 지원되는 서비스와 금액은 어떻게 되나요?"
임신보육지원_17.html,고용보험 미적용자 출산급여 지원,252,임신보육지원,고용보험 가입자가 아닌 사람들을 위한 출산급여 지원의 대상은 누구인가요?
임신보육지원_20.html,육아기 근로시간 단축 지원,255,임신보육지원,육아 중인 근로자를 위한 근로시간 단축 지원 서비스의 대상과 내용은 무엇인가요?
임신보육지원_23.html,직장어린이집 설치 지원,258,임신보육지원,직장어린이집 설치비 지원의 대상은 누구이며 어떤 내용을 포함하나요?
임신보육지원_26.html,가정양육수당 지원,261,임신보육지원,'가정에서 영유아 양육비 지원' 서비스의 대상과 내용은 무엇인가요?
임신보육지원_29.html,청소년부모 아동양육비 지원,264,임신보육지원,"청소년부모 아동양육비 지원 서비스의 대상은 누구이며, 아동당 월 지원금은 얼마인가요?"
임신보육지원_32.html,시간제 보육 지원,267,임신보육지원,시간제 보육 서비스의 대상과 내용은 무엇인가요?
임신보육지원_35.html,육아종합지원센터,270,임신보육지원,육아를 도와주는 센터의 대상과 내용은 무엇인가요?
임신보육지원_38.html,선천성대사 이상 검사 및 환아관리,273,임신보육지원,'선천성대사 이상 검사와 환아 관리' 서비스의 대상과 내용은 무엇인가요?
임신보육지원_41.html,조산아 및 저체중출생아 본인부담금 경감,276,임신보육지원,조산아와 저체중출생아 본인부담금 경감 서비스의 대상과 내용은 무엇인가요?
임신보육지원_44.html,취학전 아동 실명 예방,279,임신보육지원,취학 전 아동을 위한 눈 건강 예방 서비스의 대상과 내용은 무엇인가요?
임신보육지원_47.html,어린이 불소 도포,282,임신보육지원,어린이 치아우식증 예방 서비스의 대상은 누구이며 내용은 무엇인가요?
임신보육지원_50.html,지역아동센터 지원,285,임신보육지원,지역아동센터의 돌봄 서비스의 대상과 내용은 무엇인가요?
장애인지원_02.html,장애인 서비스지원 종합조사 신청,288,장애인지원,장애인 서비스지원 종합조사 신청하기 서비스의 대상과 내용은 무엇인가요?
장애인지원_05.html,장애인연금,291,장애인지원,장애인연금을 받을 수 있는 대상은 누구이며 어떤 혜택을 제공하나요?
장애인지원_08.html,장애아 보육료 지원,294,장애인지원,장애아 보육비 지원 서비스의 대상과 내용은 무엇인가요?
장애인지원_11.html,발달장애인 가족휴식 지원,297,장애인지원,발달장애인 가족휴식 지원은 누구에게 제공되나요?
장애인지원_14.html,장애아 방과후 보육료 지원,300,장애인지원,"장애아동 방과후 보육료 지원의 대상은 누구이며, 얼마의 지원이 제공되나요?"
장애인지원_17.html,특수교육대상자 치료지원 서비스,303,장애인지원,특수교육대상자 치료지원 서비스는 누구를 대상으로 하며 어떤 서비스를 제공하나요?
장애인지원_20.html,장애인 정보화교육,306,장애인지원,'장애인을 위한 정보화 교육' 서비스의 대상과 내용은 무엇인가요?
장애인지원_23.html,중증장애인 직업재활 지원,309,장애인지원,중증장애인 직업재활 지원을 받을 수 있는 대상은 누구인가요?
장애인지원_26.html,장애인생산품 판매시설,312,장애인지원,장애인생산품 판매시설 서비스의 대상과 내용은 무엇인가요?
장애인지원_29.html,중증장애인확인서 발급,315,장애인지원,"중증장애인확인서 발급 대상은 누구이며, 이 인증서의 목적은 무엇인가요?"
장애인지원_32.html,장애인 직업능력개발 운영,318,장애인지원,장애인 직업능력개발 서비스의 대상과 내용은 무엇인가요?
장애인지원_35.html,장애인고용 시설장비 융자·무상지원,321,장애인지원,장애인 고용을 위한 시설장비 융자와 무상지원 서비스를 받을 수 있는 대상은 누구인가요?
장애인지원_38.html,보조공학기기 지원,324,장애인지원,"누가 이 지원을 받을 수 있고, 이 서비스의 내용은 무엇인가요?"
장애인지원_41.html,장애인 창업점포 지원사업,327,장애인지원,장애인 창업점포 지원사업은 누구에게 지원되며 어떤 지원을 제공하나요?
장애인지원_44.html,장애인 의료비 지원,330,장애인지원,지원받을 수 있는 대상과 내용은 무엇인가요?
장애인지원_47.html,장애정도 심사 검사비 지원,333,장애인지원,지원 대상은 누구이며 어떤 내용을 포함하나요?
장애인지원_50.html,장애 입양 아동 의료비 지원,336,장애인지원,지원 대상은 누구이며 어떤 비용이 지원되나요?
장애인지원_53.html,발달재활 서비스,339,장애인지원,발달재활 서비스의 대상과 내용은 무엇인가요?
장애인지원_56.html,장애친화 건강검진,342,장애인지원,장애인과 노인을 위한 편리한 건강검진의 대상과 내용은 무엇인가요?
장애인지원_59.html,장애인 활동지원,345,장애인지원,장애인을 위한 활동지원 서비스의 대상과 내용은 무엇인가요?
장애인지원_62.html,여성장애인 가사도우미 파견,348,장애인지원,이 서비스의 대상은 누구이며 어떤 지원을 제공하나요?
장애인지원_65.html,장애인 거주시설 이용,351,장애인지원,장애인 거주시설을 이용하는 서비스의 대상과 내용은 무엇인가요?
장애인지원_68.html,무료 법률구조 제도,354,장애인지원,무료 법률구조 지원은 누구를 대상으로 하며 어떤 내용을 포함하고 있나요?
장애인지원_71.html,장애인 자동차 표지 발급,357,장애인지원,"장애인 자동차 표지 발급을 신청할 수 있는 대상은 누구이며, 표지의 목적은 무엇인가요?"
장애인지원_74.html,장애인 상속세 상속공제,360,장애인지원,장애인 상속세 공제를 받을 수 있는 대상은 누구인가요?
장애인지원_77.html,장애인보조기기 부가가치세 영세율 적용,363,장애인지원,장애인보조기기 부가가치세 영세율 적용의 대상은 누구인가요?
장애인지원_80.html,장애인 체육시설,366,장애인지원,"지원 대상은 누구이며, 서비스 내용은 무엇인가요?"
청소년청년지원_03.html,가정위탁아동 지원,372,청소년청년지원,가정위탁아동 지원 서비스의 대상과 내용은 무엇인가요?
청소년청년지원_06.html,아동발달지원계좌,375,청소년청년지원,아동통장 후원 지원 서비스의 대상과 내용은 무엇인가요?
청소년청년지원_09.html,청소년치료재활센터,378,청소년청년지원,청소년치료센터의 대상과 내용은 무엇인가요?
청소년청년지원_12.html,학교 밖 청소년 건강검진,381,청소년청년지원,'학교 밖 청소년 건강검진 받는 방법' 서비스의 대상과 내용은 무엇인가요?
청소년청년지원_15.html,청소년 인터넷·스마트폰 과의존 예방 및 해소 지원,384,청소년청년지원,청소년을 위한 인터넷과 스마트폰 과의존을 예방하고 해소하기 위한 서비스의 대상과 내용은 무엇인가요?
청소년청년지원_18.html,청소년상담 1388,387,청소년청년지원,청소년 상담 1388 서비스의 대상 연령 그룹과 다루는 문제 유형은 무엇인가요?
청소년청년지원_21.html,청소년 국제교류,390,청소년청년지원,청소년 국제교류 서비스의 대상과 내용은 무엇인가요?
청소년청년지원_24.html,이주배경청소년 지원,393,청소년청년지원,이주배경 청소년을 위한 지원의 대상과 내용은 무엇인가요?
청소년청년지원_27.html,급식비 지원,396,청소년청년지원,"누가 급식비 지원을 받을 수 있고, 어떤 내용을 포함하나요?"
청소년청년지원_30.html,학교 우유급식,399,청소년청년지원,학교에서 우유 제공 서비스의 대상 학생들과 내용은 무엇인가요?
청소년청년지원_33.html,HPV 국가예방접종 지원사업,402,청소년청년지원,HPV 예방접종 지원사업의 대상과 내용은 무엇인가요?
청소년청년지원_36.html,우수고등학생 해외유학 장학금,405,청소년청년지원,우수 고등학생들을 위한 해외유학 장학금의 대상과 내용은 무엇인가요?
청소년청년지원_39.html,이공계 우수학생 국가장학사업,408,청소년청년지원,이공계 우수학생 국가장학사업의 대상과 내용은 무엇인가요?
청소년청년지원_42.html,인문100년 장학금,411,청소년청년지원,대학생을 위한 인문100년 장학금의 대상과 내용은 무엇인가요?
청소년청년지원_45.html,푸른등대 기부장학사업,414,청소년청년지원,'대학 재학생들을 위한 생활비 지원 프로그램'의 대상과 내용은 무엇인가요?
청소년청년지원_48.html,"대학생 연합생활관(은행권, 고양)",417,청소년청년지원,은행권 대학생 연합생활관(고양)의 대상과 내용은 무엇인가요?
청소년청년지원_51.html,일반 상환 학자금 대출,420,청소년청년지원,"일반 학자금 대출은 누구에게 지원되며, 서비스의 내용은 무엇인가요?"
청소년청년지원_54.html,경제적 배려대상자 지원,423,청소년청년지원,경제적으로 어려운 사람들을 위한 지원의 대상은 누구이며 내용은 무엇인가요?
취업지원_01.html,실업급여,426,취업지원,"실업급여를 받을 수 있는 대상은 누구이며, 서비스의 내용은 무엇인가요?"
취업지원_04.html,국민취업지원제도,429,취업지원,국민취업지원제도에서 제공하는 서비스의 대상과 내용은 무엇인가요?
취업지원_07.html,자활근로,432,취업지원,자활근로 참여하기 서비스의 대상은 누구이며 어떤 내용을 제공하나요?
취업지원_10.html,청년내일저축계좌,435,취업지원,'청년을 위한 저축 계좌' 서비스의 대상과 내용은 무엇인가요?
취업지원_13.html,여성 경제활동 촉진 지원사업,438,취업지원,여성 경제활동 촉진을 위한 서비스의 대상과 내용은 무엇인가요?
취업지원_16.html,여성기업 확인서 발급,441,취업지원,여성기업 확인서 발급받기 서비스의 대상과 내용은 무엇인가요?
취업지원_19.html,중장년 기술창업센터 지원,444,취업지원,"지원 대상은 누구이며, 서비스의 내용은 무엇인가요?"
취업지원_22.html,고령자 계속고용장려금,447,취업지원,고령근로자 지원금은 누구에게 지원되며 근로자 1인당 얼마의 지원금이 제공되나요?
취업지원_25.html,현장실습 기업현장 교육지원,450,취업지원,기업에서 제공하는 현장실습 교육지원의 대상은 누구인가요?
취업지원_28.html,중앙취업지원센터 운영,453,취업지원,이 서비스의 대상은 누구이며 어떤 지원을 제공하나요?
취업지원_31.html,산업계 주도 청년 맞춤형 훈련,456,취업지원,'산업계에서 청년들을 위한 맞춤형 훈련'의 대상과 내용은 무엇인가요?
취업지원_34.html,해외취업 지원,459,취업지원,해외취업 지원 서비스의 대상과 내용은 무엇인가요?
