index,category,filename,title,overall_description,content_description,content_long_description,target_description,target_long_description,target_synonyms,content_synonyms,keyword,summary
15,기타지원,기타지원_16.html,사회통합프로그램,"The Social Integration Program (KIIP) is a service that provides courses on Korean language, culture, and society to foreign residents in Korea.","The service offers courses on Korean language, culture, and society.","The Social Integration Program (KIIP) provides courses on Korean language and culture, with a maximum of 415 hours, as well as courses on understanding Korean society, with a maximum of 100 hours.","The target of the service is foreign residents in Korea, including those who have acquired Korean citizenship within the past 3 years.","The Social Integration Program (KIIP) is aimed at foreign residents in Korea, including those who have acquired Korean citizenship within the past 3 years. This includes individuals who are not registered as Korean citizens but have been residing in Korea. The program is also open to individuals who are planning to change their residency status to naturalization, permanent residency, or long-term residency.","{'foreign residents': ['non-Korean residents', 'international residents', 'expatriates'], 'Korea': ['South Korea', 'Republic of Korea', 'Korean peninsula'], 'acquired Korean citizenship': ['obtained Korean nationality', 'gained Korean citizenship', 'became a Korean citizen'], 'registered': ['enrolled', 'officially listed', 'documented'], 'residing': ['living', 'staying', 'dwelling'], 'residency status': ['immigration status', 'legal status of residence', 'stay permit'], 'naturalization': ['citizenship', 'nationality', 'becoming a citizen'], 'permanent residency': ['long-term residency', 'settled status', 'indefinite stay'], 'long-term residency': ['extended stay', 'prolonged residence', 'extended period of living']}","{'Korean language': ['Korean communication', 'Korean speech', 'Korean linguistic skills'], 'culture': ['traditions', 'customs', 'heritage'], 'society': ['community', 'social structure', 'civilization'], 'courses': ['classes', 'lessons', 'educational programs'], '415 hours': ['maximum duration of 415 hours', 'up to 415 hours', '415-hour timeframe'], 'understanding': ['comprehension', 'knowledge', 'awareness'], '100 hours': ['maximum duration of 100 hours', 'up to 100 hours', '100-hour timeframe'], 'Social Integration Program': ['KIIP', 'program for social integration', 'integration initiative'], 'KIIP': ['Social Integration Program', 'program for social integration', 'integration initiative']}","['사회통합프로그램', '귀화', '영주', '체류자격 변경', '우리말', '한국문화', '한국사회 이해', '등록외국인', '한국 국적 취득', '누리집 신청', '한국어 교육', '한국사회 이해', '법무부', '국내 체류 외국인', '사회통합정보망 누리집', '외국인종합안내센터', '사회통합정보망', '운영 기관', '신청 방법', '우리말 강좌', '단기 교육', '한국 문화 교육', '내국인 친구', '귀화 혜택', '영주 혜택', '체류자격 변경 혜택', '법무부 지정 기관', '사회통합프로그램 운영', '문의 전화번호']","사회통합프로그램 (KIIP)은 국내에 체류하는 등록외국인을 대상으로 우리말, 한국문화 및 한국사회의 이해를 위한 교육과정을 제공하는 프로그램입니다. 국적 취득자를 포함한 3년 이내 체류 외국인이 해당 프로그램을 이수하면 귀화, 영주, 체류자격 변경 시 혜택도 받을 수 있습니다."
16,기타지원,기타지원_17.html,다문화·탈북학생 멘토링 지원,The service provides mentoring support for multicultural and North Korean defector students.,"The service includes Korean language and basic learning guidance, counseling on school life and career, and mentoring support for experiencing Korean culture.","The service offers mentoring support to multicultural and North Korean defector students, which includes guidance in learning Korean language and basic subjects, counseling on school life and career choices, and opportunities to experience Korean culture through various activities.","The service is targeted towards multicultural and North Korean defector students in public kindergartens, elementary, middle, and high schools.","The service is specifically designed for multicultural and North Korean defector students who are currently enrolled in public kindergartens, elementary, middle, and high schools.","{'multicultural students': ['students from diverse backgrounds', 'students from different cultures', 'students from various ethnicities'], 'North Korean defector students': ['students who defected from North Korea', 'students who escaped from North Korea', 'students from North Korean refugee backgrounds'], 'public schools': ['government schools', 'state schools', 'public educational institutions']}","{'Korean language learning': ['learning Korean language', 'Korean language education', 'Korean language instruction'], 'basic learning guidance': ['fundamental learning support', 'essential academic guidance', 'core educational assistance'], 'counseling': ['guidance', 'advising', 'supportive counseling'], 'career guidance': ['career counseling', 'vocational guidance', 'employment advice'], 'Korean culture experience': ['immersion in Korean culture', 'cultural exposure to Korea', 'engagement in Korean traditions']}","['다문화 학생', '다문화 가정', '다문화 유아', '다문화 아동', '다문화 청소년', '탈북 학생', '북한 출신 학생', '북한 이탈주', '북한 난민', '북한 청소년', '멘토링 프로그램', '학업 지도', '학교생활 상담', '진로 상담', '문화 체험', '국공립 유치원', '다문화 자녀 유치원', '국공립 초등학교', '국공립 중학교', '국공립 고등학교', '한국어 학습', '한국어 지도', '언어프로그램', '한국어 교육', '한국어 능력 향상', '상담 및 놀이 학습', '진로 상담', '학교생활 상담', '놀이 활동', '인성 교육', '한국문화 체험', '한국 전통 문화', '한국 음식 체험', '한국 축제 체험', '한국 영화 감상', '멘토', '학생 멘토', '장학재단 멘토', '다문화 멘토', '탈북 멘토', '활동 시간', '주당 활동시간', '방학 활동시간', '멘토링 기간', '활동 제한', '신청 방법', '신청 대상', '신청 절차', '신청 기관', '신청 요건']","다문화·탈북학생 멘토링은 국공립 유치원부터 중고등학교 재학 수준의 다문화·탈북 학생들을 대상으로 한멘토링 프로그램입니다. 핵심 목표는 한국어·기초학습 지도, 학교생활 및 진로 관련 상담·놀이 학습, 한국문화 체험 등을 통해 학생들의 성공적인 정착과 성장을 돕는 것입니다. 이를 위해 대상 학생들에게 520시간 이내의 멘토링을 제공하며, 학습과 상담 서비스를 제공하는 다양한 시설 및 기관에 신청할 수 있습니다."
17,기타지원,기타지원_18.html,다문화가족 자녀 언어발달 지원,Support for language development in multicultural families with children,Language development education provided after evaluating the level of language development,"This service provides language development education such as vocabulary, conversation, and reading after evaluating the level of language development in multicultural families with children.",Multicultural families with children under the age of 12,This service is targeted towards multicultural families with children under the age of 12 who require support for their language development.,"{'multicultural families': ['mixed-race families', 'diverse families', 'multinational families'], 'children': ['kids', 'youth', 'offspring'], 'language development': ['linguistic development', 'communication skills improvement', 'speech advancement']}","{'language development': ['linguistic development', 'communication skills improvement', 'speech advancement'], 'evaluation': ['assessment', 'examination', 'analysis'], 'vocabulary': ['word knowledge', 'lexicon', 'word bank'], 'conversation': ['dialogue', 'talk', 'communication'], 'reading': ['literacy', 'comprehension', 'textual understanding'], 'education': ['teaching', 'instruction', 'learning']}","['다문화가족 자녀', '다문화 가정', '외국인 가정', '언어 발달', '언어 교육', '언어 발달 지원', '언어 교육 프로그램', '언어 평가', '다문화가족 지원센터', '언어 발달 촉진', '만 12세 이하 아동', '다문화 가정 자녀', '다문화가족 언어지원', '다문화가족 언어교육 프로그램', '아동 언어 발달', '어휘 학습', '회화 학습', '읽기 학습', '언어 발달 교육', '언어 발달 돕기', '다누리 콜센터', '다누리 누리집', '다누리 앱', '다누리포털', '문의', '대화 학습', '언어 발달 평가', '언어 발달 정도', '다문화 가족 자녀 지원', '언어 발달 서비스', '다문화가족 자녀 언어 교육', '다문화가족 자녀의 언어 발달 지원', '다문화가족 자녀 언어 발달 돕기', '다문화가족 자녀 언어 발달 프로그램', '다문화가족 자녀의 언어 발달 촉진', '언어 발달 촉진교육', '다문화가족 자녀의 언어 발달 지원 프로그램', '다문화가족 자녀 언어 발달 훈련', '다문화가족 언어 발달 교육', '다문화가족 자녀 언어 발달 향상', '다문화가족 언어 발달 지원 프로그램', '다문화가족 언어 발달 돕기', '다문화가족 언어 교육 지원', '다문화가족 언어 발달 훈련 프로그램', '다문화가족 언어 발달 촉진교육', '언어발달 지원', '다문화가족 자녀 언어지원 교육', '언어 발달 촉진 프로그램', '다문화가족의 언어 발달 돕기', '다문화가족 언어 교육 서비스']","다문화가족 자녀의 언어 발달을 지원하기 위해 만 12세 이하의 다문화가족 자녀를 대상으로 언어발달 촉진 교육을 제공하는 서비스입니다. 다문화가족 지원센터에 신청하여 언어 발달 정도를 평가하고, 어휘, 대화, 읽기 등의 학습을 통해 다문화가족 자녀의 언어 발달을 돕습니다."
18,기타지원,기타지원_19.html,다문화가족지원센터 이용,The service is about utilizing multicultural family support centers.,"The service includes family counseling, employment education and support, bilingual family environment programs, and support for self-help groups.","The service provided by multicultural family support centers includes various forms of support such as family counseling, education and support for finding employment, programs to create a bilingual family environment, and assistance in joining self-help groups.",The service is targeted towards multicultural families and others.,"The service is primarily aimed at providing support to multicultural families, but it is also available to other individuals who may benefit from the services provided by the multicultural family support centers.","{'multicultural families': ['mixed-race families', 'diverse families', 'intercultural families'], 'others': ['additional individuals', 'different people', 'various individuals'], 'support': ['assistance', 'aid', 'help']}","{'family counseling': ['family therapy', 'marriage counseling', 'parenting support'], 'employment education': ['job training', 'career development', 'workforce education'], 'bilingual family environment programs': ['language immersion programs', 'multilingual family programs', 'cultural integration programs'], 'self-help groups': ['support groups', 'peer support networks', 'mutual aid groups'], 'support': ['assistance', 'aid', 'help']}","['다문화가족지원센터', '다문화가족서비스', '맞춤형지원', '이중언어', '자조모임', '다누리포털', '다문화가족신청', '다문화가족서비스신청', '다누리콜센터', '가족상담', '다문화가족', '가정폭력', '재난안전', '취업교육', '고용안정', '이중언어지원', '직업트레이닝', '이중언어', '한국어지원', '외국어지원', '번역통역', '가족환경조성프로그램', '다문화교육', '문화교류', '다문화이해', '자조모임', '상담그룹', '정서지원', '문제해결', '다누리콜센터', '다문화가정지원', '상담서비스', '피해신고', '다누리누리집', '다문화가족포털', '다문화가족정보', '지원프로그램', '다누리앱', '다문화가족앱', '다문화가정생활', '정보제공']","다문화가족지원센터는 다문화가족을 대상으로 가족상담, 취업교육 및 연계 지원, 이중언어 가족환경조성 프로그램, 자조모임 등의 서비스를 제공합니다. 신청은 다누리포털을 통해 인근 센터에서 가능합니다."
19,기타지원,기타지원_20.html,다문화가족 방문교육 서비스,The multicultural family visiting education service provides support and assistance to multicultural families in various aspects of their lives.,"The service offers Korean language education, parenting education, and child life services to multicultural families.","The service includes providing Korean language education to help multicultural families learn the language and understand the culture, offering parenting education and information services related to raising children, and supporting the development of school life and social skills for multicultural children.","The service is targeted towards multicultural families, including newly arrived marriage immigrants, children who have immigrated midway, and parents raising multicultural children.","The service is available for marriage immigrants who have been in the country for less than 5 years, children who have immigrated midway, and parents raising multicultural children. However, even if more than 5 years have passed since immigration, support can be provided if there are valid reasons such as pregnancy, childbirth, or employment, after consultation with the local government. Midway immigrant children are limited to those who have grown up in a foreign country and immigrated to Korea. The service is also available for parents who are raising multicultural children.","{'multicultural families': ['diverse families', 'mixed families', 'intercultural families'], 'marriage immigrants': ['spouse immigrants', 'international marriage immigrants', 'foreign spouse immigrants'], 'midway immigrant children': ['children who immigrated midway', 'children who arrived later', 'children who joined later'], 'parents raising multicultural children': ['parents of multicultural children', 'families with multicultural children', 'mixed-race families']}","{'Korean language education': ['Korean language learning', 'Korean language classes', 'language acquisition'], 'parenting education': ['parenting classes', 'parenting workshops', 'child-rearing education'], 'child life services': ['childcare services', ""children's services"", 'support for children'], 'school life': ['education life', 'academic life', 'student life'], 'social skills': ['interpersonal skills', 'communication skills', 'social abilities']}","['다문화가족', '다문화시민', '외국인배우자', '결혼이민자', '중도입국', '방문교육서비스', '다문화가정지원', '다문화가족응원센터', '다문화가정문화교실', '다문화가정샘터', '한국어교육', '문화이해', '생활언어', '한글교육', '한국문화체험', '부모교육', '자녀양육', '부모교육서비스', '다문화가족부모교육', '생애주기별교육', '자녀생활서비스', '학교생활지도', '사회성발달지도', '자녀생활돕기', '다문화가정지원', '한국어교육서비스', '한국어배움터', '외국인친화마을', '교통카드법규교육', '생활영어교육', '생활언어', '일상어휘', '회화능력', '커뮤니케이션', '언어습득', '문화이해', '다문화공감능력', '문화충돌해소', '문화적인식', '다문화긍정', '다문화가정응원센터', '외국인민박시설', '다문화가정플라자', '다문화다수민박', '다문화가정타운']","- 다문화가족 방문교육 서비스는 한국어 교육이 필요한 다문화 가정의 입국 5년 이하 결혼이민자와 중도입국 자녀를 대상으로 제공되는 서비스입니다.
- 이 서비스의 목적은 생활언어를 익히고 문화를 이해할 수 있도록 한국어 교육을 제공하며, 부모에게는 자녀 양육에 관련된 교육과 정보를 제공합니다.
- 또한 자녀에게는 학교생활 및 사회성 발달 지도 지원을 통해 안정적인 자녀 생활을 돕습니다."
20,기타지원,기타지원_21.html,결혼이민자 통번역서비스,Marriage immigrant translation service,Supporting communication for marriage immigrants' family and social life,"The service provides translation and interpretation support for marriage immigrants who have difficulty speaking Korean, to help them with their family and social life.",Multicultural families and related organizations,The service is targeted towards multicultural families and related organizations who require support in communication for marriage immigrants' family and social life.,"{'multicultural families': ['mixed-race families', 'diverse families', 'intercultural families'], 'related organizations': ['associated organizations', 'affiliated organizations', 'connected organizations'], 'communication support': ['language assistance', 'translation aid', 'interpretation help']}","{'translation service': ['interpretation service', 'language translation', 'language interpretation'], 'communication support': ['language support', 'intercultural communication', 'linguistic assistance'], 'information provision': ['providing information', 'giving advice', 'sharing knowledge'], 'counseling support': ['guidance support', 'advisory assistance', 'consultation help'], 'pregnancy and parenting': ['maternity and child-rearing', 'expectant and parenting', 'motherhood and fatherhood'], 'life information': ['daily living information', 'everyday life guidance', 'practical life advice'], 'multilingual': ['polyglot', 'multilanguage', 'many languages'], 'multicultural center': ['diverse culture center', 'intercultural hub', 'cross-cultural facility'], 'application': ['request', 'submission', 'enrollment'], 'inquiry': ['question', 'query', 'doubt']}","['결혼이민자 통번역서비스', '다문화가족 통번역', '결혼이민자 사회승인', '대상: 다문화가족, 관련기관', '다문화가족통합지원센터', '다누리콜센터', '내용: 의사소통 지원, 정보 제공', '통·번역 서비스', '임신 및 출산 안내', '러시아어 번역', '결혼이민자 주요 출신국 언어', '일본어, 네팔어', '캄보디아어, 몽골어', '생활정보 안내 및 상담 지원', '양력 통역', '체류신고', '다누리포털을 통한 센터 확인', '다누리 누리집', '다뤠빵앱', '결혼이민자의 가족·사회생활 의사소통 지원', '다문화가족 지원사업', '의사소통 서비스', '결혼이민자 사회생활', '다문화 제도 이해', '정보 제공 및 상담 지원', '장기외국인체류제', '통번역지원']","결혼이민자 통번역서비스는 한국말을 서툰 결혼이민자의 가족과 사회생활에 필요한 의사소통을 지원하기 위한 서비스로, 다문화가족과 관련된 기관들을 대상으로 제공됩니다. 이 서비스는 결혼이민자 주요 출신국 언어를 사용하는 다문화가족들에게 제공되며, 체류 관련 정보 제공과 생활정보 안내 및 상담을 포함합니다."
21,기타지원,기타지원_22.html,결혼이민여성 직업교육훈련,The service provides vocational education and training for marriage immigrant women.,The service offers vocational education to improve the job skills of marriage immigrant women.,The service aims to enhance the professional abilities of marriage immigrant women through vocational education and training programs.,The target of the service is marriage immigrant women who have registered for job placement at the Women's New Employment Center.,"The service is specifically designed for marriage immigrant women who have registered for job placement at the Women's New Employment Center, providing them with vocational education and training opportunities.","{'marriage immigrant women': ['immigrant brides', 'foreign brides', 'international marriage migrants'], 'job placement': ['employment placement', 'job matching', 'career placement'], ""Women's New Employment Center"": [""Women's New Job Center"", ""Women's Employment Support Center"", ""Women's Career Development Center""]}","{'vocational education': ['career education', 'occupational training', 'job skills development'], 'job skills': ['employment skills', 'workplace competencies', 'occupational abilities'], 'professional abilities': ['career capabilities', 'job competencies', 'workplace skills'], 'vocational training programs': ['occupational training courses', 'job skills training programs', 'career development workshops']}","['결혼이민여성', '이주여성', '다문화가족', '외국인신분', '다문화체험', '직업교육훈련', '직무역량강화', '직업기술', '고용기회', '취업지원', '여성새로일하기센터', '경력개발', '직장환경지원', '진로상담', '구직지원', '창원세미나', '구직등록', '구직활동', '취업준비', '이력서작성', '면접대비', '대상 여성', '결혼이민자', '입양이민자', '귀화자', '내외국인혼우호혼란가정', '직무역량 향상', '능력강화', '전문성개발', '기술스킬', '실무능력', '거주지역 여성새로일하기센터', '지역사회통합', '여성자립', '복지서비스', '공동체감', '신청 방법', '신청절차', '참여방법', '모집안내', '신청기간', '여성새로일하기센터 문의', '상담문의', '고객센터', '대표전화', '이메일문의', '공식홈페이지', '온라인서비스', '사이트정보', '인터넷주소', '웹사이트']",결혼이민여성을 대상으로 한 직업교육훈련 서비스는 여성새로일하기센터에 구직 등록한 결혼이민여성들의 직무역량 향상을 위해 제공됩니다. 이 서비스를 신청하고 참여하는 방법은 거주 지역의 여성새로일하기센터에 문의하여 신청할 수 있습니다.
22,기타지원,기타지원_23.html,다누리콜센터,"The Danoori Call Center provides comprehensive support and information for multicultural families, including marriage immigrants.","The service offers 24/7 support and counseling in 13 languages, as well as emergency and crisis counseling.","The Danoori Call Center provides a wide range of services for multicultural families, including 24/7 support and counseling in 13 languages. They offer comprehensive information on multicultural family policies and provide counseling for various issues such as violence, conflicts, and emergency situations. The center also assists in finding emergency shelters and provides interpretation services during phone consultations.",The service is targeted towards marriage immigrants and multicultural families.,"The Danoori Call Center primarily caters to the needs of marriage immigrants and multicultural families. They provide support and assistance to individuals and families who are facing challenges related to cultural differences, language barriers, and other issues that arise in the process of integration into Korean society.","{'marriage immigrants': ['spousal immigrants', 'immigrants through marriage', 'marriage-based immigrants'], 'multicultural families': ['diverse families', 'mixed families', 'intercultural families'], 'cultural differences': ['ethnic disparities', 'cultural gaps', 'diverse cultures'], 'language barriers': ['communication obstacles', 'linguistic challenges', 'language difficulties'], 'integration': ['assimilation', 'incorporation', 'adaptation'], 'Korean society': ['South Korean community', 'Korean culture', 'society in Korea'], 'support': ['assistance', 'help', 'aid'], 'assistance': ['support', 'aid', 'help'], 'challenges': ['difficulties', 'obstacles', 'problems'], 'process': ['journey', 'transition', 'progress']}","{'24/7 support': ['round-the-clock assistance', 'continuous support', '24-hour help'], 'counseling': ['therapy', 'guidance', 'advice'], '13 languages': ['multiple languages', 'various languages', 'diverse language options'], 'emergency counseling': ['urgent counseling', 'crisis intervention', 'immediate support'], 'crisis counseling': ['emergency therapy', 'critical support', 'crucial guidance'], 'violence': ['abuse', 'aggression', 'domestic violence'], 'conflicts': ['disputes', 'arguments', 'tensions'], 'emergency shelters': ['safe havens', 'refuge facilities', 'emergency accommodations'], 'phone consultations': ['telephone advice', 'remote counseling', 'phone guidance'], 'interpretation services': ['language interpretation', 'translation assistance', 'language support']}","['다누리콜센터', '상담센터', '다문화가족지원', '다문화가족정책', '다문화가정', '대상 결혼이민자', '다문화가정', '외국인배우자', '다문화결혼', '다문화가족정책서비스', '종합생활정보상담', '다문화가족지원서비스', '영어상담', '중국어상담', '다문화어', '번역서비스', '폭력상담', '위기상담', '긴급상담', '신고', '털레마인', '법률상담', '긴급피난처', '긴급피난센터', '보호시설', '주거지원', '다문화가족매개자', '언어돕기', '멀티컬처전문가', '다누리앱', '온라인상담', '모바일서비스', '앱서비스', '한국건강가정진흥원 누리집', '한국건강가정진흥원', '다누리넷', '다누리홈', '다누리누리집', '생활정보', '이사정보', '가정복지수급', '이민정착연수']","다누리콜센터는 대상 결혼이민자 등 다문화가족을 위한 다문화가족정책서비스 안내 및 종합생활정보상담을 제공하는 기관입니다. 13개 언어로 24시간 상담을 받을 수 있으며, 폭력 및 위기 상황에도 긴급 및 위기상담을 제공하고 필요한 경우 긴급 피난처를 제공합니다."
23,기타지원,기타지원_24.html,여성긴급전화 1366,The service is a women's emergency hotline that provides counseling and support for urgent situations related to violence against women.,"The service offers counseling, accompaniment, and support for women who have experienced violence.","The service provides on-site counseling, emergency shelter for victims and their children, and coordination with relevant agencies such as counseling centers, protective facilities, police, hospitals, and legal institutions.","The service is for women who urgently need rescue, protection, or counseling due to various forms of violence against women.","The service is for women who are victims of domestic violence, sexual violence, prostitution, stalking, dating violence, digital sexual crimes, or other forms of violence against women and require immediate rescue, protection, or counseling.","{'women': ['females', 'ladies', 'girls'], 'violence against women': ['gender-based violence', 'abuse towards women', ""women's rights violations""], 'emergency': ['urgent', 'crisis', 'critical'], 'rescue': ['aid', 'help', 'assistance'], 'protection': ['safety', 'security', 'shelter'], 'counseling': ['therapy', 'support', 'guidance'], 'domestic violence': ['intimate partner violence', 'spousal abuse', 'family violence'], 'sexual violence': ['rape', 'sexual assault', 'sexual abuse'], 'prostitution': ['sex trafficking', 'commercial sexual exploitation', 'sex work'], 'stalking': ['harassment', 'obsession', 'pursuit']}","{'counseling': ['therapy', 'guidance', 'advice'], 'accompaniment': ['support', 'assistance', 'companionship'], 'support': ['aid', 'help', 'assistance'], 'on-site counseling': ['face-to-face counseling', 'in-person therapy', 'direct guidance'], 'emergency shelter': ['safe house', 'refuge', 'temporary accommodation'], 'relevant agencies': ['related organizations', 'associated institutions', 'corresponding authorities'], 'counseling centers': ['therapy centers', 'support centers', 'advice centers'], 'protective facilities': ['safe facilities', 'secure establishments', 'sheltered locations'], 'police': ['law enforcement', 'authorities', 'officers'], 'hospitals': ['medical centers', 'healthcare facilities', 'clinics']}","['여성긴급전화', '여성폭력전화', '피해자보호', '긴급상담', '동반출동', '보호시설', '가정폭력', '가정내폭력', '가정폭력예방', '폭력가정탈출', '성폭력', '강간', '성폭행', '성범죄', '성폭력대응', '성매매', '성착취', '성노동', '성매매예방', '불법성매매대응', '스토킹', '스토킹피해', '사생활침해', '인터넷스토킹', '따라다니기', '교제폭력', '파트너폭력', '애인폭력', '교칙행위', '관계폭력', '디지털성범죄', '사이버성범죄', '인터넷성범죄', '디지털몰래카메라', '사진유포', '상담소', '심리상담', '상담센터', '의료서비스', '상호신뢰', '보호시설', '여성보호시설', '임시보호', '독립생활지원', '안전거주', '여성폭력사이버상담', '사이버상담', '온라인상담', '익명상담', '비밀유지']","여성긴급전화는 가정폭력, 성폭력, 성매매, 스토킹, 교제폭력, 디지털 성범죄 등 여성폭력 피해로 인해 긴급한 구조·보호 또는 상담이 필요한 여성을 대상으로 하는 서비스입니다. 이 서비스는 상담, 동행지원, 임시보호, 긴급피난처 제공 등 다양한 방법으로 피해자와 동반자녀를 지원합니다."
24,기타지원,기타지원_25.html,성폭력 피해자 지원,Support for victims of sexual violence,"Support includes counseling, protection facilities, medical and legal support, and recovery programs","The service provides support for victims of sexual violence, including counseling, assistance in accessing protection facilities, medical and legal support, and various recovery programs such as group counseling, art therapy, cognitive-behavioral therapy, and mental health recovery camps.","Victims of sexual violence, including stalking victims","The service is available for victims of sexual violence, including those who have experienced stalking. It aims to provide support and assistance to these individuals in accessing counseling, protection facilities, medical and legal support, and helping them with their academic and independent living needs.","{'victims': ['survivors', 'affected individuals', 'those who have experienced harm'], 'sexual violence': ['sexual assault', 'rape', 'sexual abuse'], 'stalking victims': ['victims of stalking', 'those who have experienced stalking'], 'support': ['assistance', 'help', 'aid'], 'counseling': ['therapy', 'guidance', 'supportive talk'], 'protection facilities': ['safe houses', 'shelters', 'refuge centers'], 'medical support': ['healthcare assistance', 'medical care', 'treatment'], 'legal support': ['legal aid', 'legal assistance', 'legal advice'], 'academic support': ['educational assistance', 'school support', 'learning help'], 'independent living support': ['self-sufficiency assistance', 'autonomy support', 'empowerment help']}","{'counseling': ['therapy', 'guidance', 'supportive talk'], 'protection facilities': ['safe houses', 'shelters', 'refuge centers'], 'medical support': ['healthcare assistance', 'medical care', 'treatment'], 'legal support': ['legal aid', 'legal assistance', 'legal advice'], 'recovery programs': ['healing programs', 'rehabilitation programs', 'recovery services'], 'group counseling': ['support groups', 'therapy groups', 'peer counseling'], 'art therapy': ['creative therapy', 'expressive therapy', 'artistic healing'], 'cognitive-behavioral therapy': ['CBT', 'behavior therapy', 'thought-focused therapy'], 'mental health recovery camps': ['psychological healing camps', 'emotional well-being retreats', 'mental wellness programs']}","['성폭력 피해자', '스토킹 피해자', '상담소', '보호시설', '의료기관', '법률구조기관', '보호시설', '숙식', '의료', '법률', '상담', '숙식', '의료비 지원', '치료', '회복 프로그램', '집단상담', '미술심리치료', '인지행동치료', '심신회복캠프', '피해발생', '긴급상담', '서비스 연계', '상담 지원', '의료 지원', '법률 지원', '통합지원센터', '보호·사회복귀 지원', '여성가족부', '누리집', '정책자료실', '인권보호', '성폭력상담소', '피해자 치료회복 프로그램', '신체 치료', '정신적 치료', '상담소', '수사', '성폭력 피해자 보호시설', '상담', '보호', '숙식', '의료기관', '법률구조기관', '성폭력 피해로 인한 신체·정신적 치료', '치료회복 프로그램', '미술심리치료', '인지행동치료', '심신회복캠프', '학업·자립 지원', '성폭력 피해자', '보호시설', '상담', '의료기관', '법률구조기관']","성폭력 피해자를 대상으로 상담과 보호시설, 의료기관, 법률구조기관 연계 등 다양한 지원이 제공됩니다. 성폭력 피해자 보호시설은 상담과 보호뿐만 아니라 숙식, 의료, 법률 등 종합적인 지원을 제공하며, 치료회복 프로그램을 통해 심리적인 치료와 회복을 돕습니다. 성폭력 상담소, 의료기관, 법률구조기관, 통합지원센터와의 협력을 통해 종합적이고 체계적인 지원을 받을 수 있습니다."
25,기타지원,기타지원_26.html,해바라기센터,"해바라기센터 is a comprehensive support center for victims of sexual violence, domestic violence, and sex trafficking.","The service provides counseling, medical assistance, legal support, and investigative support to victims, with the aim of crisis management and preventing secondary harm.","The 해바라기센터 offers a range of services including crisis counseling, medical treatment, legal advice, and investigative support to victims of sexual violence, domestic violence, and sex trafficking. These services are available 24/7 and aim to help victims cope with crisis situations, provide necessary medical and legal assistance, and support them throughout the healing process. The center also focuses on preventing further harm and offers long-term counseling and treatment.","The service is targeted towards victims of sexual violence, domestic violence, and sex trafficking.","The 해바라기센터 is designed to support individuals who have experienced sexual violence, domestic violence, or sex trafficking, regardless of age or gender. This includes victims of all ages and genders, as well as their families. The center also provides specialized services for child victims, including those with intellectual disabilities.","{'sexual violence': ['sexual assault', 'rape', 'sexual abuse'], 'domestic violence': ['intimate partner violence', 'spousal abuse', 'family violence'], 'sex trafficking': ['human trafficking for sexual exploitation', 'sexual slavery', 'forced prostitution'], 'victims': ['survivors', 'affected individuals', 'those who have experienced harm'], 'all ages': ['people of all age groups', 'individuals of any age', 'across all age ranges'], 'all genders': ['people of all genders', 'individuals of any gender', 'regardless of gender identity'], 'families': ['relatives', 'loved ones', 'family members'], 'child victims': ['minor victims', 'underage victims', 'young victims'], 'intellectual disabilities': ['cognitive disabilities', 'developmental disabilities', 'learning disabilities']}","{'counseling': ['therapy', 'psychological support', 'emotional guidance'], 'medical assistance': ['medical aid', 'healthcare support', 'medical intervention'], 'legal support': ['legal aid', 'legal assistance', 'legal guidance'], 'investigative support': ['investigation assistance', 'support in legal investigations', 'evidentiary support'], 'crisis management': ['emergency response', 'crisis intervention', 'crisis resolution'], 'secondary harm prevention': ['preventing further harm', 'reducing additional damage', 'protecting against subsequent harm'], 'crisis response': ['emergency assistance', 'immediate support', 'rapid response'], 'medical treatment': ['medical care', 'healthcare treatment', 'medical intervention'], 'legal advice': ['legal counsel', 'legal consultation', 'legal guidance'], 'long-term counseling': ['extended therapy', 'ongoing support', 'sustained counseling']}","['성폭력', '강간', '성추행', '성폭행', '성범죄', '폭행', '가정폭력', '가정폭력상담', '가정폭력예방', '가정폭력근절', '가정폭력대응', '가정폭력피해자', '성매매', '성매매희생자', '성매매근절', '인신매매', '인두매매', '상담', '심리상담', '위기상담', '심리지원', '상담교육', '상담서비스', '의료', '의료지원', '의료협조', '의료진료', '피해자치료', '외상치료', '법률', '법률지원', '성범죄처벌법', '피해자보호법', '성폭력특례법', '가정폭력예방법', '수사', '수사지원', '수사협조', '수사절차', '성범죄수사', '가정폭력수사', '피해자진술', '피해자신고', '피해자보호', '피해자규제', '성폭력피해자', '가정폭력피해자', '심리지원', '심리치료', '심리분석', '심리상담사', '심리평가', '외상치료', '사회적지원', '여성위기복지서비스', '대체시설추천', '도움말길라잡이', '독립민권단체', '성폭력피해자报道']","해바라기센터는 성폭력, 가정폭력 및 성매매 피해자들을 위한 원스톱 지원을 제공하는 곳입니다. 이 센터는 상담, 의료, 법률, 수사 등 다양한 분야에서 24시간 격주로 운영되며, 폭력이 초래한 위기 상황에 대처하고 2차 피해를 방지하기 위한 목적으로 설립되었습니다."
