index,title,filename,article_tag,article_notag,queries,summary,keywords
81,풍수해보험,기타지원_82.html,data/articles/기타지원_82.html,data/notags/기타지원_82.html,"['저는 최근에 작은 사업을 시작했는데, 예기치 않은 사고나 손상으로 인한 잠재적인 재정적 손실에 대해 걱정입니다', '저는 홍수나 지진과 같은 자연재해가 자주 발생하는 지역에 살고 있어, 집과 소지품을 보호하고 싶습니다', '저는 만성적인 질병을 가지고 있고 꾸준히 의료 치료가 필요합니다', '저는 최근에 새 차를 구입했는데, 사고나 도난 발생 시 보호받길 원합니다', '저는 해외 여행을 계획 중인데, 계획을 방해하거나 높은 비용을 초래할 수 있는 예기치 않은 상황에 대해 걱정되지 않고 싶습니다']","풍수해보험은 주택, 농·임업용 온실 및 소상공인의 상가 및 공장을 대상으로 하는 정책보험입니다. 이 보험은 예기치 못한 풍수해나 지진으로부터 재산피해를 보호하고 보상받을 수 있도록 지원합니다. 국가와 지자체에서 보험료를 지원하고 있으며, 주민 부담 보험료의 일정 비율을 지원합니다.","['풍수해보험', '재난보상', '보험지원', '풍수해보상', '재산피해', '대상주택', '농업용온실', '소상공인상가', '공장', '재산보호', '정책보험', '국가지원', '지자체지원', '보험료지원', '보상받기', '태풍', '홍수', '지진', '풍수해', '재산피해보상', '보험금지급액', '주택보험', '성과대행', '피해보상', '손해보험', '주택보험료', '재해지원', '저소득층지원', '보험신청', '재난관리', '재해취약지역', '부담보험료', '소유자', '세입자', '생활수준', '실거주', '재난관리부서', '민영보험사', '보험사업자', '신청', '현대해상', '삼성화재', '한화손보', '메리츠화재', '보험판매', '보험금', '지원규모']"
82,범죄피해자에 대한 경제적 지원 사업,기타지원_83.html,data/articles/기타지원_83.html,data/notags/기타지원_83.html,"['최근에 일자리를 잃어서 생활에 어려움을 겪고 있어요', '최근에 기분이 매우 좋지 않고 압박감을 느끼고 있어요', '차 사고로 상처를 입어서 몸을 회복하기 위해 물리치료가 필요해요', '고령자 부모님이 요리와 청소와 같은 일상 생활에서 도움이 필요하지만, 저는 그럴 수가 없어요', '최근에 새 도시로 이사를 왔는데 여기에 친구나 가족이 없어요']","범죄 피해자를 대상으로 한 경제적 지원 사업은 살인, 폭행, 성폭력 등 사람의 생명·신체에 대한 범죄로 인해 신체적·정신적 피해를 입은 피해자와 그 가족을 돕기 위한 사업입니다. 이 사업은 범죄피해자에게 치료비, 심리치료비, 생계비, 학자금 등의 지원을 제공하며, 직접 검찰청에 신청하거나 다른 관련 기관을 통해 심의위원회의 결정을 거쳐 지원받을 수 있습니다.","['범죄피해자', '피해', '경제적지원', '살인', '폭행', '치료비', '노동비', '실비지급', '피해자지원센터', '생계비', '심리치료비', '정신과치료', '마음사랑', '심리지원', '신고', '생계비', '월급', '가계수입', '가족', '장애', '학자금', '교육비', '어린이집', '유치원', '중학교', '고등학교', '대상자', '배우자', '직계친족', '외국인', '신체적피해', '정신적피해', '범죄의발생', '중대한귀책사유', '배상', '검찰청', '경제지원심의위원회', '결정', '검찰', '심리상담', '상해', '장례비', '사망']"
83,1인가구 사회적관계망 형성 지원사업,기타지원_84.html,data/articles/기타지원_84.html,data/notags/기타지원_84.html,"['나는 최근에 새로운 도시로 이사를 왔는데, 여기에서 아는 사람이 하나도 없어서 외로움을 느끼고 소외감을 느껴요', '저는 싱글 부모이고, 일과 아이 돌봄 사이의 균형을 맞추기가 어렵습니다', '나는 노인이고 혼자 살고 있어요', '나는 신종 코로나 바이러스로 인해 일자리를 잃었고, 새로운 일자리를 찾기가 어렵습니다', '나는 최근 이혼했고, 압도되고 감정적으로 지쳐 있어요']","1인가구 사회적관계망 형성 지원사업은 1인 가구(청년, 중장년, 노년 등)의 고독과 고립을 방지하고 안전하고 건강한 생활을 지원하기 위해 교육, 상담 및 사회적 관계망 형성 등을 제공하는 프로그램입니다.","['한 사람 가구', '싱글 가구', '독신자', '혼자 사는 사람', '외로움', '청년', '젊은이', '청년층', '청춘', '중장년', '중년', '장년', '미들에이저', '노년', '경로노인', '노령층', '친환경', '생활 지원', '돌봄 서비스', '현금 지원', '시설 오픈', '사회적 관계망 구축', '일상 지원', '교육', '교육 프로그램', '학습 기회', '교육 지원', '자기 계발', '능력 향상', '상담', '심리 상담', '문제 해결', '신뢰와 안정', '개인 변화', '자기 개발', '심리적 지원', '프로그램', '지원 프로그램', '서비스', '사회 활동', '문화 체험', '건강 관리', '건강한 생활', '건강 증진', '영양 관리', '운동', '건강 문화', '건강한 노년', '가족 센터', '가족 지원', '지역자치센터', '지원 기관', '가족 정책', '가족 관계']"
84,독거노인 사회관계 활성화 지원,기타지원_85.html,data/articles/기타지원_85.html,data/notags/기타지원_85.html,"['제가 작은 아파트에서 홀로 살고 있는 노인입니다', '만성 질병으로 인해 외출하고 사회적으로 교류하는 것이 제한되고 있어요', '저는 외진 지역에 살고 있어서 새로운 사람들과 만나는 기회가 많지 않아요', '저는 우울증 진단을 받았고, 자살 시도 이력이 있어요', '최근 은퇴를 했고, 정말 많은 여유 시간이 생겼어요']","독거노인의 사회관계를 활성화하기 위해 방문상담, 집단활동 및 자조모임 등 다양한 프로그램을 제공하는 서비스입니다. 주요 대상은 독거노인들 중 쪽방이나 임대주택에 거주하면서 교류가 없는 고독사자, 활동이 제한되어 외부활동이 어려우며 우울증으로 인한 위험군, 그리고 우울증이 진단된 자살 가능성이 높은 노인입니다.","['노인복지', '사회관계활성화', '사회활동', '친구만들기', '고독사', '은둔형 고독사 위험군', '고독증후군', '자존감저하', '소외', '사회적관계', '노인', '활동 제한형 고독사 위험군', '사회제한', '만성질환', '우울증', '치료', '외부출입', '우울형 자살 고위험군', '자살시도', '자살위험요인', '우울증진단', '심리지원', '노인복지', '방문상담', '독거노인종합지원센터', '사회적지원', '고민상담', '친밀감', '노인', '집단활동', '나들이', '문화체험', '교류', '그룹활동', '공유', '자조모임', '서로지원', '경험공유', '심리적응', '정서관리', '소외노인', '독거노인에게 친구 만들기', '소셜네트워크', '사회적조력자', '독거노인지원', '신뢰', '동반성장', '노인복지관', '지역사회복지', '장애노인', '사례관리', '생활지원', '자활', '읍면동 주민센터', '행정복지센터', '지역사회지원', '주민상담', '시설운영', '복지서비스']"
85,지역사회서비스 투자사업,기타지원_86.html,data/articles/기타지원_86.html,data/notags/기타지원_86.html,"['3세인 아이가 발달 지연 증상이 보입니다', '최근에 딸이 감情 및 행동 문제를 보이고 있어요', '저는 건강 개선을 위해 맞춤형 운동 프로그램에 참여하고 싶어요', '시각 장애를 가진 저는 다양한 근골격계와 신경계 질환을 가지고 있어요', '저는 정신 건강 문제로 고민하고 있어 전체적인 치료와 지원이 필요해요']","지역사회서비스 투자사업은 지방자치단체가 발굴·기획한 사회서비스를 제공하는 사업으로, 지자체별로 380여 개의 서비스를 개발하여 지원합니다. 이는 영유아 발달지원, 아동·청소년 정서지원, 장애인 보조기기 렌탈 등 다양한 분야에 걸쳐서 이루어지며, 대상은 해당 분야의 우려되는 발달지연, 정서행동문제, 심리지원이 필요한 아동·청소년과 장애인·노인 등입니다.","['영유아 발달지원', '영유아보육정책', '아동복지', '언어발달', '인지발달', '정서발달', '아동·청소년 정서지원', '아동심리지원', '청소년문제예방', '학교폭력대응', '신체적활동', '음악치료', '장애인 보조기기 렌탈', '장애아동보육', '장애치료프로그램', '특수교육', '걷기재활', '시각장애인지원', '정신건강 토탈케어', '정신건강복지사업', '심리상담서비스', '정신질환지원', '자활프로그램', '치매예방', '자살 위험군 예방', '자살문제대응', '자살예방정책', '자살위기청소년지원', '자살조류관리', '자살예방교육', '아동청소년 비전형성', '인성교육', '문화체험활동', '대안학교지원', '취미교육', '여가활용지원', '장애인·산모 건강취약계층 운동서비스', '산후도우미서비스', '장애인일자리', '운동요법', '의료비절감', '돌봄여행', '노인 맞춤형 운동 서비스', '노인일자리창출', '치매관리', '근력증진', '건강관리프로그램', '수중운동', '성인 심리지원', '스트레스해소프로그램', '성인문제해결', '자기성장프로그램', '심리치료', '가정폭력대응', '비만아동 건강관리', '식생활개선지원', '비만예방교육', '지방연소증진', '운동요법', '건강검진']"
86,기초연금제도,노령층지원_01.html,data/articles/노령층지원_01.html,data/notags/노령층지원_01.html,"['이 상담말고, 나는 두 자녀를 가진 싱글맘인데, 낮은 수입의 일자리로 생계를 유지하기가 힘들어요', '나는 혼자 살고 있는 노인이에요', '최근에 일자리를 잃어서 집세와 공과금을 내기가 어려워요', '나는 장애인이여서 이동에 특수한 장비와 지원이 필요해요', '난 정신 건강에 문제가 있고 상담과 치료가 필요해요']","기초연금은 65세 이상이며 소득인정액이 선정기준액 이하인 어르신들을 대상으로 월 최대 32만 3,180원까지 지원하는 제도입니다. 이를 통해 어르신들의 경제적 안정과 복지 향상을 지원합니다.","['기초연금', '경제적안정', '복지향상', '노인', '소득', '대상자', '선정기준', '지원금액', '소등가구', '부부가구', '응시 방법', '방문신청', '온라인신청', '나이제한', '국민연금공단', '보건복지상담센터', '국민연금콜센터', '기초연금누리집', '소득하위 70%', '인정액', '소득평가액', '재산의소득환산액', '찾아뵙는 서비스', '읍면동주민센터', '행정복지센터', '생일 전 신청', '근로활동', '근로의욕', '소득으로산정하지않음', '직역연금 수급권', '기준미적용', '상시근로소득', '공제', '추가공제', '이용방법 제외', '월 최대 51만 7,080원', '이렇게 달라집니다.']"
87,노후준비서비스,노령층지원_02.html,data/articles/노령층지원_02.html,data/notags/노령층지원_02.html,"['최근에 대학을 졸업하고 첫 직장을 시작했어요', '저는 어린 아이들을 키우는 일하는 부모예요', '요즘 스트레스와 압박감을 많이 느끼고 있어요', '최근에 신체적인 부상을 입어서 움직일 수 있는 능력이 제한되었어요', '저는 은퇴한 사람이고, 활동적이고 사회적으로 연결된 방법을 찾고 있어요']","노후준비서비스는 국민연금 가입대상 및 수급권자를 포함한 전 국민을 대상으로, 재무·건강·여가·대인관계 분야별로 노후준비 상태를 진단하고 상담, 교육, 관계기관 연계 및 사후관리 서비스를 제공하는 서비스입니다. 이 서비스를 통해 국민들은 노후에 필요한 재무, 건강, 여가, 대인관계 등의 다양한 영역에서 취약점을 보완하고 향후 노후를 준비할 수 있습니다. 구체적인 내용은 국민연금공단과 지자체가 협력하여 점차 확대되고 있으며, 해당 서비스는 CSA(노후준비컨설턴트) 등의 자격을 보유한 전문 인력이 최상의 서비스를 제공합니다.","['노후준비서비스', '재무준비', '건강준비', '여가준비', '대인관계준비', '지원서비스', '국민연금 가입', '수급권자', '국민연금공단', '국민연금', '노후준비', '종합진단지', '상담', '교육', '관계기관연계', '사후관리', '노후준비 대상', '서비스 제공', '표준지표', '종합진단', '실천과제', '재무 분야', '건강 분야', '여가 분야', '대인관계 분야', '신청 방법', '국민연금 가입대상', '수급권자 포함', '국민', '', '극복 외', '편리한 서비스', '노후준비', '점검', '추가 상담', '정보 제공', '구분', '표준지표', '취약점', '보완', '실천 과제', '방문 or 온라인 신청', '국민연금공단', '거점지사', '전문 강사', '영역별 강의', '서비스 저변 확대', '전문 인력', '최상의 서비스']"
88,주택연금제도,노령층지원_03.html,data/articles/노령층지원_03.html,data/notags/노령층지원_03.html,"['최근에 55세가 되었고, 약 70억 원 가치의 집을 소유하고 있는데, 앞으로의 금융적 미래에 대해 걱정돼요', '저는 65세 은퇴자이고, 정기적인 의료비가 필요한 건강 문제를 가지고 있어요', '저는 혼자 모자라는 엄마입니다', '최근에 장애를 가지게 되어 새로운 환경에 적응하는 데 어려움을 겪고 있어요', '저는 자금이 부족해서 작은 사업을 시작하고 싶은 젊은 성인입니다']","주택연금제도는 만 55세 이상 어르신을 대상으로 하며, 보유 주택의 가격이 9억 원 이하인 경우에 가입할 수 있습니다. 매월 연금을 수령하여 의료비나 주택수선비 등으로 사용할 수 있으며, 배우자가 사망하는 경우에는 계속해서 이용할 수 있습니다.","['주택연금제도', '주택연금', '주택금융', '연금수령', '보유주택', '공시가격 등', '공시가격', '부동산가격', '주택가치', '집값', '가입조건', '가입한도', '최대가입금액', '가격기준', '노인', '고령자', '여성노인', '남성노인', '매월 연금수령', '연금금액', '지원금액', '종신지급', '정액형', '배우자', '배우자계속이용', '채무인수', '이사확인', '담보주택변경', '한국주택금융공사', '주택금융공사', '금융기관', '신청방법', '문의전화번호', '일정한도내에서 목돈인출', '목돈인출', '최대인출액', '용도제한', '금액조절', '의료비', '병원비', '치료비', '건강보험', '보험혜택', '주택수선비', '집수리고민', '주택청소비', '수선장비', '구조재료']"
89,노후긴급자금 대부 사업,노령층지원_04.html,data/articles/노령층지원_04.html,data/notags/노령층지원_04.html,"['혼자 아이를 키우며 월세를 내기가 힘들어요', '최근에 직장을 잃어서 생계 유지에 어려움을 겪고 있어요', '제가 장애가 있어서 일상 생활에서 도움이 필요해요', '저는 노인이라 의료비를 감당할 수 없어요', '자연재해로 인해 집이 손상되었고 수리비에 도움이 필요해요']","노후긴급자금 대부 사업은 60세 이상의 국민연금 수급자를 대상으로, 전·월세자금, 의료비, 배우자 장제비, 재해복구비 등의 긴급 생활안정자금을 저금리로 대출하는 서비스입니다. 최대 5년 원금균등 분할상환으로 제공되며, 연간 연금수령액의 2배 이내, 최고 1,000만 원까지 대출이 가능합니다.","['노후긴급자금', '긴급생활안정자금', '대부사업', '국민연금', '수급자', '전·월세자금', '의료비', '배우자장제비', '재해복구비', '저금리 대출', '연간 연금수령액', '대출한도', '최대 1,000만원', '신청 방법', '국민연금공단', '문의', '콜센터', '생활안정']"
90,은퇴금융 아카데미,노령층지원_05.html,data/articles/노령층지원_05.html,data/notags/노령층지원_05.html,"['나는 퇴직을 앞두고 있는데, 재무 관리와 퇴직 준비에 대한 조언이 필요한 것 같아요', '최근에 일자리를 잃어버렸는데, 금전적으로 도움을 받을 수 있는 지원이 무엇인지 잘 모르겠어요', '저는 장애가 있고, 취업을 도와주는 프로그램이나 서비스를 찾고 있어요', '제 아이가 최근에 학습 장애로 진단받았는데, 학교에서 성공할 수 있도록 도와줄 자원을 찾고 있어요', '저는 혼자 양육하고 있는데, 어려운 상황에서 돈이 많이 부족해요']","은퇴금융 아카데미는 은퇴 준비에 필요한 경제 금융 지식과 은퇴 생활 정보를 제공하는 교육입니다. 이 교육은 자산 관리, 은퇴금융 상품, 신용 부채 관리 등 다양한 주제로 구성되어 있습니다. 한국주택금융공사가 무료로 제공하며, 온라인으로 언제든지 수강할 수 있습니다.","['은퇴금융', '재무설계', '자산관리', '연금보험', '신탁', '부동산투자', '아카데미', '교육', '훈련', '학습', '수강', '경제금융지식', '금융상품', '금융분야', '재무전문가', '금융정보', '생활정보', '은퇴생활', '노후준비', '이민', '여행', '호주', '한국주택금융공사', '누리집', '온라인', '수강신청', '서비스', '유튜브', '영상', '동영상', '컨텐츠', '링크', '은퇴준비', '은퇴', '준비', '자산', '노후', '투자', '금융지식', '재무관리', '금융상식', '자산운용', '투자전략', '신용부채관리', '신용조회', '부채상환', '신용등급관리', '대출', '세금특강', '세금면제', '세법정보', '세금계산서', '세금환급']"
91,노인 일자리 및 사회활동 지원,노령층지원_06.html,data/articles/노령층지원_06.html,data/notags/노령층지원_06.html,"['나 최근에 은퇴했어요', '나는 노인이고 일주일에 여유 시간이 좀 있어요', '나는 동작이 장애인이고 일하고 싶은데, 내 요구에 맞는 일자리를 찾기가 어려워요', '나는 많은 경험과 기술을 갖고 있지만, 나이 때문에 고용주들이 망설여질 때가 많아요', '나는 나만의 비즈니스를 시작하고 싶어요']","노인 일자리 및 사회활동 지원은 65세 이상의 노인들에게 다양한 일자리와 사회활동을 제공하여 자립과 활발한 사회참여를 도모하는 프로그램입니다. 이 프로그램은 사회활동 공익활동, 사회서비스형 선도모델, 노인 일자리 사회서비스형, 시장형사업단, 취업알선형, 시니어인턴십, 그리고 고령자친화기업으로 구분되며, 각각 다른 내용과 지원 방법을 가지고 있습니다.","['노인 일자리', '사회활동 지원', '공익활동', '사회서비스형 선도모델', '시장형사업단', '취업알선형', '시니어인턴십', '고령자친화기업', '기초연금 수급자']"
92,"노인복지관, 경로당 이용",노령층지원_07.html,data/articles/노령층지원_07.html,data/notags/노령층지원_07.html,"['최근에 은퇴해서 집에서 조금 심심한 기분이 들어요', '부모님이 나이가 들면서 고립되고 있는 것 같아요', '남편이 최근 수술로 인해 활동이 제한되고 집을 못나가요', '최근에 새로운 도시로 이사왔는데 외로운 기분이에요', '항상 새로운 것을 배우는 게 흥미로워요']","노인복지관과 경로당은 어르신들에게 사회 참여와 문화 향유를 지원하기 위해 다양한 프로그램을 운영합니다. 이 서비스는 대상 어르신들에게 제공되며, 별도의 신청 없이 이용할 수 있습니다.","['노인복지관', '경로당', '사회참여', '문화향유', '어르신', '프로그램', '운영', '다양함', '대상', '서비스', '어르신들', '사회적활동', '이용', '지원', '복지프로그램', '문화', '교육', '프로그램운영', '사회환경', '노인복지', '동네', '사회참여활동', '모임', '환경', '다양한문화', '자원봉사', '노인서비스', '지역사회', '돌봄', '문화행사', '재미있는활동', '건강증진', '소통', '맞춤형서비스', '방문돌봄', '인근', '오락', '건강', '문화성장', '애니메이션', '교류', '분위기', '보호자', '친구', '향유', '주변', '생활편의', '무료', '연령대별', '체력증진']"
93,디지털배움터,노령층지원_08.html,data/articles/노령층지원_08.html,data/notags/노령층지원_08.html,"['최근에 일자리를 잃어서 새로운 일을 찾는 게 어려워요', '제가 장애가 있어서 일상 생활에서 도움이 필요해요', '저는 싱글 부모이고 생활을 근사하게 유지하기 힘들어요', '제 건강을 좋게 하려고 하는데 체육관 멤버십을 감당할 수 없어요', '저는 노인이고 외로움을 느끼고 있어요']","디지털배움터는 국민 전체를 대상으로 하는 서비스로, 무료로 디지털 기초교육과 ICT 활용 교육을 제공합니다. 온라인을 통한 신청 또는 전화로 신청할 수 있으며, 한국지능정보사회진흥원에서 운영합니다.","['디지털배움터', '디지털교육', '무료교육', '온라인신청', '국민전체', '대국민서비스', '국민교육', '국민역량강화', '생활ICT', '디지털기초', '온라인교육', '모바일', '키오스크', '한국지능정보사회진흥원', '관공서', '정부기관', '국가지원', '정보화사회', '온라인신청', '실시간신청', '온라인신청시스템', '신청절차', '신청방법', '디지털배움터누리집', '교육신청', '디지털학습환경', '온라인교육플랫폼', '온라인학습', '문의전화번호', '고객센터', '전화상담', '연락처', '컴퓨터활용능력', '디지털리터러시', '생활스마트', '디지털사회', '모바일교육', '모바일어플리케이션', '모바일기반교육', '모바일플랫폼', '스마트폰교육', '생활ICT교육', '모바일결제', '전자서명', '공공IT서비스', '디지털대중교통']"
94,어르신 문화활동 지원,노령층지원_09.html,data/articles/노령층지원_09.html,data/notags/노령층지원_09.html,"['어르신이세요', '최근에 은퇴했고, 새로운 취미를 찾고 있어요', '제 할머니는 음악과 춤을 좋아하시는데, 저렴한 문화 활동에 참여할 수 있는 방법이 없어요', '지역 문화 행사에 참여하고 싶은데, 어떻게 시작해야 할지 모르겠어요', '전통 예술과 공예에 관심이 있어요']","어르신 문화활동 지원은 60세 이상 국민을 대상으로, 지역적 특성에 맞추어 어르신 맞춤형 문화예술활동을 무료로 제공하고 전국단위 실버문화페스티벌을 개최하는 서비스입니다. 문화원, 문화의 집 등 가까운 문화시설을 통해 이용할 수 있습니다.","['어르신 문화활동', '무료 문화예술활동', '실버문화페스티벌', '지역적 특성', '음악', '연극', '무용', '사진', '전통분야', '음악, 연극, 무용, 사진, 전통분야', '문화원, 문화의 집', '매년 프로그램 운영 내용 변경', '한국문화원연합회', '지역문화진흥팀']"
95,치매검진 지원,노령층지원_10.html,data/articles/노령층지원_10.html,data/notags/노령층지원_10.html,"['65세 남성인데 최근에 자주 기억을 잊어버리는 경우가 많아져서 걱정이 돼요', '제 할머니가 기억력 상실과 혼돈감을 보이고 있어요', '최근에 60세가 돼서 기억력에 변화가 있다는 것을 느끼고 있어요', '혼자 사는 노인 고모가 최근에 자주 기억을 잊어버리고 있어요', '아버지가 기억력 상실 증상을 보이고 일상생활에 영향을 받고 있어요']","치매검진 지원 서비스는 만 60세 이상 어르신을 대상으로 하며, 선별검사와 진단·감별검사를 제공합니다. 검사는 전국 보건소에서 무료로 실시되며, 정밀검사가 필요한 경우 협약병원에서 추가 검사를 받을 수 있습니다.","['치매검진 지원', '치매선별검사', '정밀검사', '추가진단검사', '무료검사', '어르신', '만60세이상', '인지능력저하', '소득기준', '선별검사', '인지선별검사(CIST)', '무료실시', '보건복지상담센터', '진단검사', '치매척도검사', '치매신경인지검사', '일상생활척도검사', '검사비지원', '감별검사', '혈액검사', '간기능검사', '신장기능검사', '뇌영상촬영', '협약병원', '병의원', '종합병원', '상급종합병원', '검사비지원', '치매상담콜센터', '치매안심센터', '신청방법', '문의방법', '전국서비스', '보건복지상담센터', '전화번호', '경로자문가능', '치매상담콜센터', '전화상담', '친절상담사']"
96,치매치료 관리비 지원사업,노령층지원_11.html,data/articles/노령층지원_11.html,data/notags/노령층지원_11.html,"['저는 소득이 적은 65세 여성으로, 알츠하이머병 진단을 받았습니다', '아버지가 70세이고 치매 진단을 받았습니다', '노인 어머니를 돌보고 있습니다', '저는 초기 단계의 치매를 앓고 있는 55세 남성입니다', '최근 할아버지가 치매 진단을 받았고, 약물 및 의사 방문 비용에 어려움을 겪고 있습니다']","치매치료 관리비 지원사업은 중위소득 120% 이하의 60세 이상 치매환자를 대상으로, 복용중인 치매치료제와 진료비의 본인부담금을 최대 월 3만 원까지 지원하는 것이 목적입니다. 신청은 보건소 치매안심센터에서 하실 수 있으며, 문의는 보건복지상담센터(☎129) 또는 치매상담콜센터(☎1899-9988)로 할 수 있습니다.","['치매치료제', '치매약', '치매약물', '치매진료비', '치매치료비', '노인환자', '어르신', '노령자', '중위소득 120%', '소득조건', '소득기준', '저소득층', '생계안정', '본인부담금', '금액지원', '치매치료비지원', '지원금액', '무료진료', '신청방법', '신청서류', '보건소신청', '안내센터', '의료협력', '치매안심센터', '치매지원센터', '치매예방센터', '치매정보센터', '보건소', '보건복지상담센터', '상담센터', '복지관련상담', '복지문의', '민원상담', '치매상담콜센터', '치매상담전화', '위기상담', '가족상담', '심리지원', '최대 지급액', '총연간결제액', '카드사용액', '금액한도', '환급요청', '월 3만 원', '고액수혜자', '낮은소득자', '지원한도', '급여추가']"
97,노인 안검진 및 개안수술,노령층지원_12.html,data/articles/노령층지원_12.html,data/notags/노령층지원_12.html,"['저는 생계 유지에 어려움을 겪는 싱글 부모입니다', '최근 눈에 문제가 있어 무언가 심각한 것일까 걱정됩니다', '최근 60세가 되었고 시력 문제가 있습니다', '저는 저소득층이라 정기적인 안과 검진을 할 수 없습니다', '시력이 저하된 가족 구성원이 있고 안료 비용을 도움 받아야 합니다']","노인 안검진 및 개안수술은 60세 이상의 노인들을 대상으로 저소득층을 우선적으로 지원하는 서비스입니다. 안검진은 정밀 안저검사와 함께 안압검사, 굴절검사 등을 포함한 총 4가지 종류의 검사로 이루어져 있습니다. 개안수술은 백내장이나 망막질환과 관련된 안질환자들에게 수술비용 전액 지원이 됩니다.","['노인 안검진', '시각검사', '안압검사', '굴절검사', '최첨단 안전검사', '개안수술', '높은 비율의 성공률', '신체 기능 회복', '간편한 치료 방법', '전문 의료진의 안내', '대상 구분', '노인 안검진 지원 대상', '개안수술 지원 대상', '대상 연령 제한', '소득 및 가정 상태 조건', '지원 내용', '안전하고 정확한 안저검사', '다양한 검사 항목 포함', '개인에게 맞는 안경 처방', '안질환수술 비용 지원', '신청 방법', '시군구 및 보건소 문의', '신청 조건 확인', '서류 준비 및 제출', '핵심 포인트', '정밀 안저검사 중요성', '안질환자 개안수술 필요성', '비율 높은 성공률', '기본생활 수급자 및 한부모 가족 우선', '비급여 지원 대상', '개안수술 관련 이외 질병 치료비 지원 제외', '진료비 발생 시 지원 결정 전에 발생한 비용', '지원 기관 및 연락처', '보건복지상담센터(☎129)', '한국실명예방재단(☎02-718-1102)']"
98,노인 틀니 지원,노령층지원_13.html,data/articles/노령층지원_13.html,data/notags/노령층지원_13.html,"['어른이 되어서 치아를 모두 잃어버렸어요', '저는 65세 이상이고 아직 일부 치아가 남아있지만, 상태가 좋지 않아요', '저는 저소득층이고, 치아가 빠져서 이에 대한 치료비를 감당할 수가 없어요', '저는 장애인이고, 제 상태 때문에 구강 위생을 유지하는 게 어려워요', '제 움직임이 제한되어 있어서 치과에 가서 치아 관련 문제를 해결하기가 힘들어요']","노인 틀니는 만 65세 이상의 어르신을 대상으로 하며, 완전틀니와 부분틀니 각각의 경우에 대해 지원합니다. 건강보험 및 의료급여 수혜자는 일부비용만 본인이 부담하며, 신청은 치과 병·의원 또는 관할 공공기관에서 등록할 수 있습니다.","['노인 틀니', '완전틀니', '부분틀니', '건강보험', '의료급여', '비용', '대상자 등록 신청', '치과 병·의원', '의료급여수급자', '전용 세정제']"
99,노인 치과 임플란트 지원,노령층지원_14.html,data/articles/노령층지원_14.html,data/notags/노령층지원_14.html,"['저는 한 부모로 살면서 생계를 유지하기가 어렵고, 아이의 영양에 대해 걱정하고 있어요', '저는 최근에 일자리를 잃어 의료비를 감당하기가 힘들고 있어요', '저는 독거노인으로 혼자 사는데, 집에서의 안전에 대해 걱정하고 있어요', '저는 최근에 장애가 생겨 일상 생활에 도움이 필요해요', '저는 소득이 적어서 공과금을 지불하는 것이 힘들어요']","노인 치과 임플란트 지원은 65세 이상 부분무치악 환자를 대상으로 하며, 윗잇몸 또는 아랫잇몸에 일부 치아가 없는 상태를 말합니다. 해당 서비스는 치과 임플란트 비용의 일부만을 본인이 부담하고, 평생 2개의 임플란트를 지원합니다.","['노인 치과 임플란트 지원', '노인치과이식지원', '노인임플란트지원', '치과임플란트대상', '치과임플란트비용지원', '임플란트보조금', '노인부분무치악환자', '치아빠진노인환자', '윗임플란트지원', '아래임플란트지원', '윗잇몸/아랫잇몸 일부 치아 빠진 상태', '일부치아없음', '미아치아', '부분치아결손', '부분무치악환자', '무치악', '건강보험 차상위 의료급여 1종', '차상위의료급여', '의료급여1종', '의료급여수급자', '수급자', '의료비지원', '의료급여지원', '의료지원금', '의료비보조', '대상자 등록 신청', '등록신청방법', '지원신청절차', '사전등록요청', '접수장소', '지원신청서류', '국민건강보험공단', '건강보험공단', '공단연락처', '국민보건보험사무실', '건강보험사업소', '건강보험센터', '보건복지상담센터', '상담센터', '복지상담센터', '환우상담소', '건강정보상담', '기관연락처', '임플란트 비용 지원', '임플란트비용까다로움', '임플란트비용부담', '카라티시즘산볼린을위한지출지원', '치과치료의혜택', '의료서비스에있는비용지원', '평생 2개의 임플란트 지원', '임플란트2개지원횟수', '지원한계금액', '임플란트보급정책', '치과보조수단', '임플란트제한횟수']"
100,노인 무릎인공관절 수술 지원,노령층지원_15.html,data/articles/노령층지원_15.html,data/notags/노령층지원_15.html,"['저는 경제적으로 힘들어하는 싱글 부모이고, 치과 치료가 필요한 아이가 있어요', '최근에 일자리를 잃어 일상 생활 비용을 감당하기 힘들어요', '저는 기동성이 제한된 노인이고, 집을 더 접근하기 쉽게 개조해야 해요', '저는 장애인이고, 이동을 위해 휠체어가 필요해요', '정신 건강 문제를 겪고 있고, 상담을 받고 싶지만 수수료를 감당하기 어려워요']","60세 이상의 기초생활수급자, 차상위계층, 한부모가족 등을 대상으로 무릎인공관절 수술을 필요로 하는 노인을 지원하는 프로그램이다. 인공관절 치환술(무릎관절)에 대한 검사비, 진료비 및 수술비 본인부담금을 지원한다.","['노인', '무릎인공관절 수술', '기초생활수급자', '차상위계층', '한부모가족', '인공관절 치환술', '검사비 지원', '진료비 지원', '수술비 지원', '본인부담금 지원']"
